sample_id,rank,modality,modality_id,position,selector_score,local_importance,prototype_available,prototype_status,prototype_index,prototype_similarity,prototype_sample_id,prototype_position,text_span,char_start,char_end,start_sec,end_sec,start_frame,end_frame,representative_frame,mapping_method,mapping_confidence
17,3,text,0,13,5.486402988433838,0.08979641646146774,True,matched,5,0.7344845533370972,cRFiXLzcCOA$_$3,35,and,74,77,7.889567430025445,8.209414758269721,236,246,241,token_offset_proportional_fallback,0.35
17,4,text,0,10,5.483254909515381,0.04481203109025955,True,matched,14,0.6866365075111389,VDjnKdFxuBE$_$0,17,simple,61,67,6.503562340966921,7.14325699745547,195,214,204,token_offset_proportional_fallback,0.35
17,5,text,0,14,5.377560138702393,0.24328899383544922,True,matched,0,0.720373809337616,b1Il3Nf6BrU$_$6,35,will,78,82,8.316030534351146,8.742493638676844,249,262,256,token_offset_proportional_fallback,0.35
17,6,text,0,15,4.976665019989014,0.0893048420548439,True,matched,5,0.6361199617385864,cRFiXLzcCOA$_$3,35,make,83,87,8.849109414758269,9.275572519083969,265,278,272,token_offset_proportional_fallback,0.35
17,7,text,0,9,4.8464226722717285,0.19681818783283234,True,matched,0,0.717465877532959,b1Il3Nf6BrU$_$6,35,is,58,60,6.183715012722646,6.396946564885496,185,191,188,token_offset_proportional_fallback,0.35
17,8,text,0,24,4.672062873840332,0.1162019744515419,True,matched,5,0.7156751155853271,cRFiXLzcCOA$_$3,35,.,130,131,13.860050890585242,13.966666666666667,415,418,416,token_offset_proportional_fallback,0.35
18,1,vision,2,4,3.1227571964263916,0.018133049830794334,True,matched,70,0.9460949301719666,G8p4QMjLUXI$_$9,4,Denmark,8,15,0.8058737151248164,1.5110132158590308,24,45,34,token_offset_proportional_fallback,0.35
18,2,vision,2,3,2.553250551223755,0.033506542444229126,True,matched,72,0.9191234707832336,XVSDfgstFUQ$_$3,3,in,5,7,0.5036710719530103,0.7051395007342144,15,21,18,token_offset_proportional_fallback,0.35
18,3,vision,2,6,2.2690470218658447,0.018508117645978928,True,matched,71,0.8794530630111694,367506$_$15,6,the,18,21,1.8132158590308372,2.115418502202643,54,63,58,token_offset_proportional_fallback,0.35
18,4,vision,2,47,2.143272638320923,0.4137990474700928,True,matched,56,0.8245375156402588,b_SffSbPVJM$_$5,47,ere,223,226,22.463729809104258,22.765932452276065,673,682,678,token_offset_proportional_fallback,0.35
18,5,vision,2,46,2.056023359298706,0.29316282272338867,True,matched,60,0.6948990821838379,yEtfjJOMMCs$_$21,4,mack,219,223,22.060792951541853,22.463729809104258,661,673,667,token_offset_proportional_fallback,0.35
18,6,vision,2,7,1.6602693796157837,0.05640118569135666,True,matched,68,0.8832158446311951,nw6Kf3AtCz4$_$8,7,first,22,27,2.2161527165932453,2.7198237885462553,66,81,74,token_offset_proportional_fallback,0.35
18,7,vision,2,18,1.522640347480774,0.06065025180578232,True,matched,73,0.853501558303833,39lcRCFvV-s$_$19,18,",",82,83,8.260205580029368,8.360939794419972,247,250,248,token_offset_proportional_fallback,0.35
18,8,vision,2,10,1.4022384881973267,0.10583891719579697,True,matched,55,0.6942769289016724,yEtfjJOMMCs$_$3,4,fishery,39,46,3.9286343612334806,4.633773861967695,117,139,128,token_offset_proportional_fallback,0.35
19,1,audio,1,13,2.5309176445007324,0.13511310517787933,True,matched,35,0.9256266355514526,bYt4wybVLRQ$_$3,13,",",69,70,6.2635922330097085,6.354368932038835,187,190,188,token_offset_proportional_fallback,0.35
19,2,vision,2,4,2.49416184425354,0.02308936044573784,True,matched,60,0.9156229496002197,yEtfjJOMMCs$_$21,4,for,24,27,2.178640776699029,2.4509708737864075,65,73,69,token_offset_proportional_fallback,0.35
19,3,vision,2,3,1.9317399263381958,0.0419912189245224,True,matched,72,0.9350990056991577,XVSDfgstFUQ$_$3,3,surprisingly,11,23,0.9985436893203883,2.0878640776699027,29,62,46,token_offset_proportional_fallback,0.35
19,4,vision,2,6,1.5566593408584595,0.0007264935993589461,True,matched,47,0.8770899176597595,266396$_$45,6,brands,34,40,3.086407766990291,3.6310679611650487,92,108,100,token_offset_proportional_fallback,0.35
19,5,vision,2,10,1.2324267625808716,0.07025803625583649,True,matched,55,0.6489695310592651,yEtfjJOMMCs$_$3,4,up,55,57,4.992718446601942,5.174271844660193,149,155,152,token_offset_proportional_fallback,0.35
19,6,vision,2,7,1.0562305450439453,0.07397562265396118,True,matched,68,0.9387310147285461,nw6Kf3AtCz4$_$8,7,when,41,45,3.7218446601941744,4.084951456310679,111,122,116,token_offset_proportional_fallback,0.35
19,7,vision,2,18,1.0197031497955322,0.09620825201272964,True,matched,73,0.8731359243392944,39lcRCFvV-s$_$19,18,rs,98,100,8.896116504854369,9.077669902912621,266,272,269,token_offset_proportional_fallback,0.35
19,8,vision,2,35,0.9228387475013733,0.5586378574371338,True,matched,55,0.6612817049026489,yEtfjJOMMCs$_$3,4,most,178,182,16.158252427184465,16.521359223300973,484,495,490,token_offset_proportional_fallback,0.35
20,1,text,0,25,3.481752395629883,0.1470283567905426,True,matched,0,0.7106032371520996,b1Il3Nf6BrU$_$6,35,updates,101,108,10.98081395348837,11.741860465116279,329,352,340,token_offset_proportional_fallback,0.35
20,2,audio,1,13,3.11944842338562,0.09915009140968323,True,matched,30,0.8889761567115784,muOYAxkG-Zo$_$15,13,this,55,59,5.979651162790698,6.41453488372093,179,192,186,token_offset_proportional_fallback,0.35
20,3,text,0,22,2.997980833053589,0.12974606454372406,True,matched,9,0.9328302145004272,icIS9VfbzMw$_$17,22,have,86,90,9.35,9.784883720930232,280,293,286,token_offset_proportional_fallback,0.35
20,4,vision,2,4,2.930605173110962,0.10582616925239563,True,matched,45,0.9292213916778564,265959$_$2,4,",",13,14,1.4133720930232558,1.522093023255814,42,45,44,token_offset_proportional_fallback,0.35
20,5,text,0,24,2.8681111335754395,0.11700371652841568,True,matched,0,0.6889829635620117,b1Il3Nf6BrU$_$6,35,live,96,100,10.43720930232558,10.872093023255815,313,326,320,token_offset_proportional_fallback,0.35
20,6,vision,2,3,2.6600472927093506,0.07689687609672546,True,matched,72,0.9122301340103149,XVSDfgstFUQ$_$3,3,course,7,13,0.761046511627907,1.4133720930232558,22,42,32,token_offset_proportional_fallback,0.35
20,7,text,0,26,2.4911396503448486,0.17183135449886322,True,matched,0,0.6999654769897461,b1Il3Nf6BrU$_$6,35,and,109,112,11.850581395348836,12.176744186046513,355,365,360,token_offset_proportional_fallback,0.35
20,8,text,0,23,2.474891424179077,0.1525174230337143,True,matched,8,0.9507964849472046,wgCSuviySwg$_$0,23,more,91,95,9.893604651162791,10.328488372093023,296,309,302,token_offset_proportional_fallback,0.35
