split,sample_id,content_steps,truncated,text_candidate_steps,audio_candidate_steps,vision_candidate_steps
train,7ZzbemE4QEE$_$3,35,False,35,35,35
train,7ZzbemE4QEE$_$2,32,False,32,32,32
train,7ZzbemE4QEE$_$39,20,False,20,20,20
train,7ZzbemE4QEE$_$15,15,False,15,15,15
train,7ZzbemE4QEE$_$33,6,False,6,6,6
train,7ZzbemE4QEE$_$34,4,False,4,4,4
train,7ZzbemE4QEE$_$32,14,False,14,14,14
train,7eJqqvvziQo$_$1,8,False,8,8,8
train,7eJqqvvziQo$_$0,28,False,28,28,28
train,7eJqqvvziQo$_$5,21,False,21,21,21
train,7eJqqvvziQo$_$7,23,False,23,23,23
train,7eWclVCXOtk$_$0,21,False,21,21,0
train,7eWclVCXOtk$_$4,12,False,12,12,12
train,7eWclVCXOtk$_$8,24,False,24,24,0
train,7fPYpqzw1iY$_$12,17,False,17,17,17
train,7hSWYI99-24$_$3,8,False,8,8,8
train,7hSWYI99-24$_$6,26,False,26,26,26
train,7pZPQbMKGkY$_$0,18,False,18,18,18
train,7pZPQbMKGkY$_$5,15,False,15,15,15
train,7rMLN0KKE5k$_$28,48,True,48,48,48
train,7rMLN0KKE5k$_$19,43,False,43,43,43
train,7rMLN0KKE5k$_$32,48,True,48,48,48
train,7sgAWvbLtiM$_$1,11,False,11,11,11
train,7sgAWvbLtiM$_$6,10,False,10,10,10
train,8-Hi9NmF4rM$_$1,19,False,19,19,19
train,8-Hi9NmF4rM$_$2,17,False,17,17,17
train,80620$_$0,1,False,1,1,1
train,80620$_$2,11,False,11,11,11
train,80620$_$5,9,False,9,9,9
train,80627$_$11,3,False,3,3,3
train,80627$_$13,28,False,28,28,28
train,80866$_$13,7,False,7,7,7
train,80866$_$12,12,False,12,12,12
train,80866$_$14,31,False,31,31,31
train,80866$_$1,15,False,15,15,13
train,80866$_$3,9,False,9,9,9
train,80866$_$2,16,False,16,16,0
train,80866$_$5,17,False,17,17,17
train,80866$_$4,23,False,23,23,23
train,80866$_$6,5,False,5,5,5
train,80914$_$3,10,False,10,10,10
train,81406$_$0,32,False,32,32,32
train,81406$_$2,7,False,7,7,7
train,81615$_$3,19,False,19,19,19
train,81615$_$7,8,False,8,8,1
train,81615$_$6,48,True,48,48,20
train,83310$_$1,48,True,48,48,48
train,83859$_$25,15,False,15,15,15
train,83859$_$29,14,False,14,14,14
train,83859$_$1,36,False,36,36,36
train,83859$_$3,29,False,29,29,29
train,83859$_$11,6,False,6,6,6
train,83859$_$12,20,False,20,20,20
train,83859$_$16,10,False,10,10,10
train,8404$_$11,25,False,25,25,25
train,8404$_$4,18,False,18,18,18
train,84133$_$23,23,False,23,23,23
train,84133$_$2,17,False,17,17,17
train,84133$_$9,4,False,4,4,4
train,84133$_$16,14,False,14,14,14
train,84133$_$19,4,False,4,4,4
train,84176$_$10,45,False,45,45,45
train,84176$_$1,14,False,14,14,14
train,84176$_$8,39,False,39,39,39
train,856LGms_0s0$_$9,29,False,29,29,29
train,87161$_$3,34,False,34,34,34
train,87161$_$2,18,False,18,18,18
train,87161$_$5,9,False,9,9,9
train,87400$_$13,4,False,4,4,4
train,87400$_$12,14,False,14,14,14
train,87400$_$14,12,False,12,12,12
train,88245$_$6,36,False,36,36,36
train,88797$_$12,6,False,6,6,6
train,88797$_$0,4,False,4,4,4
train,88797$_$3,14,False,14,14,14
train,88797$_$7,32,False,32,32,32
train,88888$_$4,11,False,11,11,11
train,88S1BjwMfdw$_$7,13,False,13,13,13
train,88oSn21TFcA$_$0,20,False,20,20,20
train,88oSn21TFcA$_$8,30,False,30,30,30
train,89747$_$9,48,True,48,48,45
train,89787$_$14,15,False,15,15,15
train,89787$_$4,27,False,27,27,27
train,89787$_$7,48,True,48,48,41
train,89951$_$10,20,False,20,20,20
train,89951$_$8,33,False,33,33,33
train,8Cp8c-eQELQ$_$11,21,False,21,21,21
train,8Cp8c-eQELQ$_$16,25,False,25,25,25
train,8EHEEXex5D8$_$11,24,False,24,24,24
train,8EHEEXex5D8$_$23,16,False,16,16,16
train,8EHEEXex5D8$_$18,19,False,19,19,19
train,8Lmqsakmw3M$_$20,23,False,23,23,23
train,8P0zm2oYDyY$_$1,22,False,22,22,22
train,8P0zm2oYDyY$_$6,16,False,16,16,16
train,8VB6pdJTpX4$_$1,23,False,23,23,18
train,8VP1qxX9mh4$_$0,24,False,24,24,24
train,8X5tGQLBqPo$_$11,45,False,45,45,45
train,8X5tGQLBqPo$_$10,33,False,33,33,33
train,8X5tGQLBqPo$_$13,18,False,18,18,18
train,8X5tGQLBqPo$_$15,38,False,38,38,38
train,8XODJwsvBa0$_$2,48,True,48,48,48
train,8YsIvz4qnk4$_$1,19,False,19,19,19
train,8ovb-GaZ3QE$_$3,12,False,12,12,12
train,8ovb-GaZ3QE$_$5,15,False,15,15,15
train,8qCNtqjygW8$_$10,8,False,8,8,8
train,8qCNtqjygW8$_$12,12,False,12,12,12
train,8qCNtqjygW8$_$1,7,False,7,7,7
train,8qCNtqjygW8$_$0,20,False,20,20,20
train,8qCNtqjygW8$_$7,9,False,9,9,0
train,8qCNtqjygW8$_$8,18,False,18,18,0
train,8u5aet7s9_w$_$8,48,True,48,48,48
train,8x81fzwcJko$_$5,19,False,19,19,9
train,8xfW_azeNPk$_$12,8,False,8,8,8
train,8xfW_azeNPk$_$1,38,False,38,38,38
train,8xfW_azeNPk$_$8,15,False,15,15,15
train,9-EO2oCAGA4$_$10,31,False,31,31,31
train,9-EO2oCAGA4$_$0,27,False,27,27,27
train,9-EO2oCAGA4$_$3,39,False,39,39,39
train,9-EO2oCAGA4$_$4,24,False,24,24,20
train,9-EO2oCAGA4$_$7,9,False,9,9,9
train,9-K1CXCXui4$_$15,48,True,48,48,48
train,9-K1CXCXui4$_$16,7,False,7,7,7
train,90172$_$11,48,True,48,48,48
train,90172$_$14,14,False,14,14,14
train,90172$_$0,46,False,46,46,46
train,90172$_$3,48,True,48,48,48
train,90172$_$7,9,False,9,9,9
train,90wZz0thye4$_$11,19,False,19,19,19
train,90wZz0thye4$_$10,14,False,14,14,14
train,90wZz0thye4$_$2,36,False,36,36,36
train,91276$_$1,4,False,4,4,4
train,91276$_$7,39,False,39,39,38
train,91276$_$8,4,False,4,4,4
train,91y7nPEWdmQ$_$5,48,True,48,48,48
train,92221$_$11,23,False,23,23,23
train,92221$_$12,22,False,22,22,22
train,92221$_$18,2,False,2,2,2
train,92221$_$5,19,False,19,19,19
train,92331$_$20,27,False,27,27,27
train,92331$_$21,7,False,7,7,7
train,92331$_$22,10,False,10,10,10
train,92331$_$1,14,False,14,14,14
train,92331$_$2,19,False,19,19,19
train,92331$_$8,17,False,17,17,17
train,92331$_$10,14,False,14,14,14
train,92331$_$18,9,False,9,9,9
train,92521$_$0,16,False,16,16,8
train,92521$_$6,23,False,23,23,23
train,92533$_$7,7,False,7,7,7
train,92533$_$6,19,False,19,19,19
train,93821$_$1,14,False,14,14,14
train,93821$_$7,20,False,20,20,20
train,93839$_$11,27,False,27,27,27
train,93839$_$1,19,False,19,19,19
train,93839$_$7,32,False,32,32,32
train,94215$_$1,15,False,15,15,7
train,94983$_$11,20,False,20,20,20
train,94983$_$6,7,False,7,7,7
train,94ULum9MYX0$_$11,27,False,27,10,9
train,96099$_$3,24,False,24,24,24
train,96099$_$9,31,False,31,31,31
train,96179$_$13,15,False,15,15,15
train,96179$_$14,4,False,4,4,4
train,96179$_$5,22,False,22,22,22
train,96194$_$12,13,False,13,13,13
train,96194$_$6,23,False,23,23,23
train,96350$_$2,19,False,19,19,19
train,96350$_$5,22,False,22,22,22
train,96350$_$7,37,False,37,37,37
train,96350$_$9,48,True,48,48,48
train,96350$_$8,1,False,1,1,1
train,96361$_$4,7,False,7,7,7
train,96361$_$7,27,False,27,27,27
train,96361$_$6,48,False,48,48,48
train,96361$_$8,6,False,6,6,6
train,97095$_$24,5,False,5,5,5
train,97095$_$20,11,False,11,11,11
train,97095$_$29,12,False,12,12,12
train,97095$_$0,1,False,1,1,1
train,97095$_$2,20,False,20,20,20
train,97095$_$5,7,False,7,7,7
train,97095$_$11,4,False,4,4,4
train,97095$_$17,26,False,26,26,26
train,97095$_$16,17,False,17,17,17
train,97095$_$33,17,False,17,17,17
train,97095$_$32,11,False,11,11,11
train,97992$_$10,12,False,12,12,12
train,97992$_$9,5,False,5,5,5
train,98187$_$11,16,False,16,16,13
train,98187$_$12,6,False,6,6,0
train,98187$_$1,10,False,10,10,4
train,98442$_$10,17,False,17,17,17
train,984VkHzXl8w$_$7,25,False,25,25,25
train,9BceQC_SdTM$_$3,48,True,48,48,48
train,9BceQC_SdTM$_$6,29,False,29,29,29
train,9K5mYSaoBL4$_$4,28,False,28,28,2
train,9K5mYSaoBL4$_$9,32,False,32,32,0
train,9Un1O2ypJmI$_$5,48,True,48,48,48
train,9VZ4cpoTFbo$_$2,18,False,18,18,18
train,9VZ4cpoTFbo$_$5,15,False,15,15,15
train,9cSJglGi9Pg$_$6,22,False,22,22,22
train,9cxlcpbmrH0$_$11,33,False,33,33,33
train,9dFEGb_RfwE$_$11,48,True,48,26,19
train,9f6A3ucYArQ$_$3,23,False,23,23,23
train,9pdyTplXwM4$_$5,17,False,17,17,17
train,9pzn93kdP_g$_$11,48,True,48,48,48
train,9pzn93kdP_g$_$17,12,False,12,12,12
train,9pzn93kdP_g$_$3,16,False,16,16,16
train,9tX18DNC74w$_$4,23,False,23,23,23
train,9zWeMrfr-l0$_$0,9,False,9,9,9
train,A4dzxgHDhF0$_$1,43,False,43,43,43
train,A8plGi4rbxM$_$4,22,False,22,22,22
train,ABSC1JNdpTw$_$9,44,False,44,44,44
train,ABSC1JNdpTw$_$11,20,False,20,20,20
train,ADYia28RrFU$_$4,11,False,11,11,11
train,ADYia28RrFU$_$7,28,False,28,28,3
train,ADYia28RrFU$_$9,17,False,17,17,17
train,ADYia28RrFU$_$8,19,False,19,19,19
train,AGFgaKPzjMQ$_$2,37,False,37,37,37
train,AIPqRuTjI4E$_$14,22,False,22,22,22
train,AIPqRuTjI4E$_$16,16,False,16,16,16
train,AKofHsmxa1I$_$6,29,False,29,29,29
train,APYv5s4ucd0$_$9,29,False,29,29,29
train,AVScVfLgNmw$_$1,21,False,21,21,0
train,AVScVfLgNmw$_$2,19,False,19,19,15
train,AepwIhSbAws$_$2,23,False,23,23,23
train,AggyS1coOb8$_$1,48,True,48,48,48
train,AmGocfFQfVE$_$1,19,False,19,19,19
train,AuPCZlKBzq8$_$11,29,False,29,29,29
train,Az3e1Opu0LE$_$1,16,False,16,16,16
train,Az3e1Opu0LE$_$5,9,False,9,9,9
train,BAi3ZJo5Vwg$_$11,42,False,42,42,42
train,BAi3ZJo5Vwg$_$7,48,False,48,48,48
train,BB_VwJSg3AI$_$6,38,False,38,38,38
train,BBoe8-HWPSw$_$4,33,False,33,33,28
train,BBoe8-HWPSw$_$7,27,False,27,27,27
train,BDCFV4EqHjY$_$1,32,False,32,32,32
train,BMhG11CXgww$_$5,19,False,19,19,19
train,BRdw-_dbJXc$_$19,16,False,16,16,16
train,BRzjQHYWbSs$_$11,26,False,26,26,26
train,BRzjQHYWbSs$_$15,29,False,29,29,29
train,BRzjQHYWbSs$_$16,14,False,14,14,14
train,BdqoZ5qpz0E$_$7,24,False,24,24,24
train,BdqoZ5qpz0E$_$6,25,False,25,25,25
train,BdqoZ5qpz0E$_$15,17,False,17,17,17
train,Bf5owLv3X98$_$4,22,False,22,22,22
train,Bg-PA5KTjNs$_$1,36,False,36,36,36
train,Bg-PA5KTjNs$_$3,17,False,17,17,17
train,Bg-PA5KTjNs$_$6,16,False,16,16,16
train,Bg-PA5KTjNs$_$8,40,False,40,40,40
train,BnWvk0YRgE4$_$0,48,True,48,48,48
train,Bo5IDtP8_Fk$_$11,48,True,48,48,48
train,BseI8-TYWm8$_$1,24,False,24,24,24
train,BseI8-TYWm8$_$2,22,False,22,22,22
train,BseI8-TYWm8$_$4,26,False,26,26,26
train,BuPhjBayua8$_$7,47,False,47,47,47
train,BuPhjBayua8$_$6,21,False,21,21,21
train,C03473pYcRM$_$7,48,True,48,48,48
train,C3lDRFu1ZcI$_$1,21,False,21,21,18
train,C3lDRFu1ZcI$_$3,15,False,15,15,0
train,CBYQDIqucxE$_$0,29,False,29,29,29
train,CE9yV4SearE$_$11,42,False,42,42,42
train,CHh6hWo1AFE$_$2,13,False,13,13,13
train,CIqRibqChDQ$_$0,38,False,38,38,38
train,CIqRibqChDQ$_$8,28,False,28,28,28
train,CK31s0kfp-k$_$16,25,False,25,25,25
train,CL4hDu95Eqw$_$0,38,False,38,38,38
train,CL4hDu95Eqw$_$3,14,False,14,14,14
train,CLkTjujFVKU$_$12,24,False,24,24,24
train,CLkTjujFVKU$_$0,48,True,48,48,48
train,CT7QOWbhfv4$_$3,39,False,39,39,39
train,CVx494kExvc$_$2,33,False,33,33,33
train,CVx494kExvc$_$6,21,False,21,21,21
train,CVx494kExvc$_$15,38,False,38,38,38
train,CVx494kExvc$_$8,24,False,24,24,24
train,CXojk-oSaEw$_$2,48,True,48,48,48
train,CZigX1ntOsI$_$3,17,False,17,17,17
train,Cb8ay6WtJuM$_$1,10,False,10,10,0
train,Cb8ay6WtJuM$_$4,7,False,7,7,0
train,Cd0JH1AreDw$_$5,14,False,14,14,14
train,CdB8QBhFccs$_$1,13,False,13,13,13
train,CdB8QBhFccs$_$2,20,False,20,20,20
train,CdB8QBhFccs$_$4,29,False,29,29,29
train,Ceu9AkIjuLY$_$13,18,False,18,18,18
train,Ceu9AkIjuLY$_$2,30,False,30,30,30
train,Ceu9AkIjuLY$_$4,13,False,13,13,13
train,Ceu9AkIjuLY$_$8,16,False,16,16,16
train,Cj7R36s4dbM$_$10,14,False,14,14,14
train,Ctc23Icfzvg$_$3,12,False,12,12,3
train,Ctc23Icfzvg$_$5,27,False,27,27,23
train,CvW0Mh1EWFA$_$3,48,True,48,48,45
train,CzstrpOTtgo$_$4,38,False,38,38,38
train,D5cQWqYcBAE$_$0,40,False,40,40,40
train,D5cQWqYcBAE$_$2,14,False,14,14,14
train,DEFDuYyc-Xw$_$7,12,False,12,12,12
train,DGeBPk1op3E$_$2,9,False,9,9,9
train,DGeBPk1op3E$_$5,30,False,30,30,13
train,DQ7QKE3hzVg$_$1,25,False,25,25,25
train,DXQGngge7vU$_$4,8,False,8,8,8
train,DZBpdzrMelA$_$3,24,False,24,24,24
train,DZBpdzrMelA$_$5,32,False,32,32,21
train,DZIFCYOhosQ$_$5,44,False,44,44,44
train,DZIFCYOhosQ$_$6,21,False,21,21,21
train,DaXkixKFEvE$_$4,13,False,13,13,13
train,DatH-ra0VKY$_$12,48,False,48,48,48
train,DatH-ra0VKY$_$3,48,False,48,48,48
train,DatH-ra0VKY$_$4,48,True,48,48,48
train,DbAppk7xT0Y$_$0,12,False,12,12,0
train,DfTMoqwMHVE$_$0,36,False,36,36,36
train,DhXBaBOB4E8$_$5,29,False,29,29,29
train,DiOw-w5LDJ0$_$1,32,False,32,32,32
train,DiOw-w5LDJ0$_$0,36,False,36,36,36
train,Drhrzj1yhVs$_$8,30,False,30,30,30
train,Drhrzj1yhVs$_$5,24,False,24,24,24
train,Dws8ZrzF7xQ$_$7,22,False,22,22,22
train,E0g6nae4Ae4$_$24,48,True,48,48,48
train,E0g6nae4Ae4$_$22,48,True,48,48,48
train,E0g6nae4Ae4$_$23,38,False,38,38,31
train,E0g6nae4Ae4$_$1,45,False,45,45,45
train,E0g6nae4Ae4$_$4,9,False,9,9,9
train,E0g6nae4Ae4$_$8,24,False,24,24,24
train,E0g6nae4Ae4$_$19,8,False,8,8,7
train,E0g6nae4Ae4$_$33,27,False,27,27,27
train,E8L1Z71vKG8$_$3,23,False,23,23,23
train,EEUGfVTyTQM$_$1,41,False,41,41,41
train,EHbZ2EeVags$_$1,13,False,13,13,13
train,EJT25p7JahU$_$7,33,False,33,33,33
train,EJT25p7JahU$_$6,16,False,16,16,16
train,EO_SN04Xef0$_$2,24,False,24,24,24
train,EOkdFMw0pmk$_$11,5,False,5,5,5
train,EOkdFMw0pmk$_$9,25,False,25,25,2
train,ERnYvxojeu0$_$1,19,False,19,19,15
train,ERnYvxojeu0$_$2,28,False,28,28,3
train,ERnYvxojeu0$_$4,19,False,19,19,19
train,EULEL3QhKD0$_$3,17,False,17,17,17
train,E_ocLuUw-1I$_$1,17,False,17,17,17
train,Ea_Huc2-lwo$_$2,22,False,22,22,22
train,Emi9cw9xa00$_$9,21,False,21,21,21
train,Emjv2cDzW1E$_$0,17,False,17,17,17
train,EoC83JhkCAw$_$10,23,False,23,23,0
train,EoC83JhkCAw$_$5,14,False,14,14,14
train,EoC83JhkCAw$_$4,25,False,25,25,12
train,EpadyoYlAjQ$_$0,5,False,5,5,5
train,ExDLNkDVsxY$_$4,16,False,16,16,16
train,ExDLNkDVsxY$_$6,12,False,12,12,9
train,F2M7WbPXRps$_$11,26,False,26,26,26
train,F2M7WbPXRps$_$12,20,False,20,20,20
train,F4OhXQTMOEc$_$3,16,False,16,16,16
train,F59hwsm4Ld0$_$23,13,False,13,13,13
train,F59hwsm4Ld0$_$49,23,False,23,23,23
train,F59hwsm4Ld0$_$0,15,False,15,15,15
train,F59hwsm4Ld0$_$7,8,False,8,8,8
train,F59hwsm4Ld0$_$6,6,False,6,6,6
train,F59hwsm4Ld0$_$11,24,False,24,24,24
train,F59hwsm4Ld0$_$14,39,False,39,39,39
train,F59hwsm4Ld0$_$17,11,False,11,11,11
train,F59hwsm4Ld0$_$16,4,False,4,4,4
train,F59hwsm4Ld0$_$36,22,False,22,22,22
train,F5SGdvSRJmo$_$10,9,False,9,9,9
train,F5SGdvSRJmo$_$3,9,False,9,9,9
train,F5SGdvSRJmo$_$7,15,False,15,15,15
train,F6Ci45lP5aA$_$0,15,False,15,15,15
train,F8KE2ZhoUe4$_$16,21,False,21,21,21
train,F8KE2ZhoUe4$_$19,20,False,20,20,20
train,F8KE2ZhoUe4$_$4,35,False,35,35,35
train,F8KE2ZhoUe4$_$20,23,False,23,23,23
train,FHlzZ2VxuGQ$_$13,25,False,25,25,25
train,FHlzZ2VxuGQ$_$7,28,False,28,28,28
train,FHlzZ2VxuGQ$_$9,20,False,20,20,20
train,FLyWn2DCci4$_$1,30,False,30,30,30
train,FLyWn2DCci4$_$3,7,False,7,7,7
train,FMW6diQ9rMo$_$4,15,False,15,15,15
train,FMW6diQ9rMo$_$8,21,False,21,21,14
train,FOMXt3lStco$_$1,42,False,42,42,42
train,FR0B64ID-hA$_$5,18,False,18,18,18
train,FRKwvmrwrZA$_$24,15,False,15,15,15
train,FRKwvmrwrZA$_$22,18,False,18,18,18
train,FX-YgVKC1AI$_$5,21,False,21,21,21
train,FX-YgVKC1AI$_$7,45,False,45,45,45
train,FaHosBIr0xY$_$3,22,False,22,22,22
train,FdTczBnXtYU$_$3,23,False,23,23,23
train,FmIS69vB12I$_$13,17,False,17,17,0
train,FmIS69vB12I$_$0,16,False,16,16,1
train,FmIS69vB12I$_$3,16,False,16,16,16
train,FmIS69vB12I$_$2,8,False,8,8,8
train,FmIS69vB12I$_$7,9,False,9,9,9
train,Fmwc7wkIc4Q$_$10,8,False,8,8,8
train,Fmwc7wkIc4Q$_$13,20,False,20,20,20
train,Fmwc7wkIc4Q$_$14,19,False,19,19,19
train,FphtHpVV-7w$_$0,13,False,13,13,13
train,FphtHpVV-7w$_$3,48,True,48,48,48
train,FsmNLTdE2p0$_$0,18,False,18,18,18
train,FvoZgWvc3gc$_$11,18,False,18,18,18
train,FylhSeozvG8$_$3,20,False,20,20,1
train,FylhSeozvG8$_$2,15,False,15,15,5
train,FylhSeozvG8$_$5,18,False,18,18,0
train,FylhSeozvG8$_$6,9,False,9,9,0
train,G1Z_JUTgZqo$_$0,24,False,24,24,24
train,G1Z_JUTgZqo$_$3,25,False,25,25,25
train,G1Z_JUTgZqo$_$2,24,False,24,24,24
train,G38DwNDQ8Cc$_$26,34,False,34,34,34
train,G38DwNDQ8Cc$_$1,35,False,35,35,35
train,G38DwNDQ8Cc$_$0,14,False,14,14,14
train,G38DwNDQ8Cc$_$2,32,False,32,32,32
train,G38DwNDQ8Cc$_$5,26,False,26,26,26
train,G4HMKRdIva0$_$10,43,False,43,43,43
train,G4HMKRdIva0$_$18,38,False,38,38,38
train,G4HMKRdIva0$_$15,17,False,17,17,17
train,G8p4QMjLUXI$_$7,13,False,13,13,10
train,G8p4QMjLUXI$_$9,25,False,25,25,21
train,GAY5ICoVnA8$_$12,35,False,35,35,35
train,GAY5ICoVnA8$_$3,45,False,45,45,45
train,GAY5ICoVnA8$_$5,40,False,40,40,40
train,GCOFujDHDx0$_$10,14,False,14,14,14
train,GCOFujDHDx0$_$2,21,False,21,21,21
train,GCOFujDHDx0$_$5,25,False,25,25,25
train,GCOFujDHDx0$_$9,20,False,20,20,20
train,GICVzJMDfv0$_$1,18,False,18,18,18
train,GJyzeK-Cn-0$_$6,48,True,48,48,48
train,GMnoxaqqReQ$_$1,23,False,23,23,23
train,GOj7TBcEA8E$_$3,13,False,13,13,13
train,GOj7TBcEA8E$_$4,27,False,27,27,27
train,GOj7TBcEA8E$_$8,44,False,44,44,44
train,GRFXnnrQaB4$_$0,14,False,14,14,0
train,GSnt_fW8qjI$_$4,48,True,48,48,46
train,GTGtVdAuyRc$_$10,17,False,17,17,17
train,GTGtVdAuyRc$_$0,19,False,19,19,18
train,GTGtVdAuyRc$_$5,6,False,6,6,6
train,GUffC7vu9zA$_$26,12,False,12,12,12
train,GUffC7vu9zA$_$37,17,False,17,17,17
train,GUffC7vu9zA$_$43,12,False,12,12,12
train,GUffC7vu9zA$_$41,14,False,14,14,14
train,G_M3lYn6hAA$_$5,21,False,21,21,21
train,GcfETVXgtg0$_$3,25,False,25,25,25
train,Gg9ZcRlwnbc$_$14,29,False,29,29,29
train,Gg9ZcRlwnbc$_$16,15,False,15,15,15
train,GkoBk5K-FH0$_$21,48,True,48,48,48
train,Gljee9uq_Rc$_$11,40,False,40,40,40
train,Gljee9uq_Rc$_$12,26,False,26,26,26
train,Gljee9uq_Rc$_$16,17,False,17,17,17
train,Gljee9uq_Rc$_$6,28,False,28,28,28
train,Gmhi58erY6k$_$0,15,False,15,15,2
train,GpRDC-S88dM$_$25,27,False,27,27,27
train,GpRDC-S88dM$_$1,13,False,13,13,13
train,GpRDC-S88dM$_$18,11,False,11,11,11
train,GtRxTvuF6J0$_$7,32,False,32,32,32
train,Gv0kKbfwPpI$_$2,19,False,19,19,2
train,H-AJ-grXvgQ$_$0,17,False,17,17,17
train,H26MMmrHTlQ$_$7,8,False,8,8,0
train,H26MMmrHTlQ$_$8,13,False,13,13,13
train,H4RysMUSQD8$_$7,19,False,19,19,19
train,H4w9mU8B3Mc$_$7,28,False,28,28,28
train,HByf7qiO-Kg$_$3,6,False,6,6,6
train,HIsJqphLCyw$_$1,18,False,18,18,18
train,HLFaW4oVP9E$_$13,26,False,26,26,26
train,HOCsiS0pmf0$_$2,48,True,48,48,48
train,HQ2LwfRcrVc$_$11,33,False,33,33,33
train,HQ2LwfRcrVc$_$8,11,False,11,11,11
train,HUH9BXVmAig$_$2,37,False,37,37,37
train,HUOMbK1x7MI$_$6,10,False,10,10,10
train,HVksxaUzv9Y$_$5,27,False,27,27,27
train,HXuRR2eBHHQ$_$2,32,False,32,32,27
train,Ha7DMd_iKyM$_$3,28,False,28,28,28
train,Ha7DMd_iKyM$_$4,13,False,13,13,13
train,HgDdU_RB9UA$_$10,48,True,48,48,39
train,HgDdU_RB9UA$_$7,22,False,22,22,22
train,HhpziYYP2Vg$_$16,26,False,26,26,26
train,Hkt_kncJGVM$_$2,21,False,21,21,21
train,I--8nRKCkJI$_$4,48,True,48,48,48
train,I--8nRKCkJI$_$7,45,False,45,45,45
train,I3SPlbTGuNc$_$5,35,False,35,35,35
train,I5cS_TlV5B8$_$2,16,False,16,16,16
train,IB0lGIxP8YY$_$11,18,False,18,18,18
train,IB0lGIxP8YY$_$5,14,False,14,14,14
train,IB0lGIxP8YY$_$8,43,False,43,43,43
train,ICeSewdyf34$_$5,34,False,34,34,34
train,ITQTVfk9Iqo$_$5,24,False,24,24,24
train,IW7IssCKgmI$_$9,17,False,17,17,17
train,I_r2CP56toU$_$6,22,False,22,22,18
train,IawsOlEKRf0$_$11,38,False,38,38,38
train,IawsOlEKRf0$_$26,30,False,30,30,30
train,IawsOlEKRf0$_$28,21,False,21,21,21
train,IawsOlEKRf0$_$3,19,False,19,19,19
train,IawsOlEKRf0$_$5,16,False,16,16,15
train,IkvL4IAiZog$_$8,28,False,28,28,28
train,IlgnbEdOhmI$_$9,48,True,48,48,48
train,IlgnbEdOhmI$_$1,12,False,12,12,12
train,IsAtAzltJNM$_$6,8,False,8,8,8
train,IsAtAzltJNM$_$8,25,False,25,25,25
train,Itqbc2TBXWY$_$26,29,False,29,29,29
train,Itqbc2TBXWY$_$23,13,False,13,13,13
train,Itqbc2TBXWY$_$1,34,False,34,34,34
train,Itqbc2TBXWY$_$0,38,False,38,38,38
train,Itqbc2TBXWY$_$6,15,False,15,15,15
train,Itqbc2TBXWY$_$13,48,True,48,48,48
train,Itqbc2TBXWY$_$18,23,False,23,23,23
train,IwQWibE8EOM$_$3,48,True,48,48,48
train,Iz_PDdyXr-8$_$3,25,False,25,25,25
train,J3-NEG8uoiE$_$11,13,False,13,13,13
train,J3-NEG8uoiE$_$1,25,False,25,25,25
train,J3-NEG8uoiE$_$3,46,False,46,46,46
train,J3JU1zBQ4RM$_$2,20,False,20,20,20
train,J7UduuBfnrE$_$4,17,False,17,17,17
train,J7UduuBfnrE$_$7,13,False,13,13,13
train,J7UduuBfnrE$_$6,17,False,17,17,17
train,J7UduuBfnrE$_$8,8,False,8,8,8
train,JAbFsRxxnFo$_$0,20,False,20,20,20
train,JCg26b8EO48$_$4,24,False,24,24,24
train,JCg26b8EO48$_$6,20,False,20,20,20
train,JDgqyOkzXHw$_$0,11,False,11,11,11
train,JDgqyOkzXHw$_$7,48,True,48,48,48
train,JDgqyOkzXHw$_$9,19,False,19,19,19
train,JF-5nlUNx_g$_$20,15,False,15,15,15
train,JF-5nlUNx_g$_$21,48,True,48,48,48
train,JF-5nlUNx_g$_$2,9,False,9,9,9
train,JF-5nlUNx_g$_$5,13,False,13,13,13
train,JF-5nlUNx_g$_$13,31,False,31,31,31
train,JF-5nlUNx_g$_$16,45,False,45,45,45
train,JF-5nlUNx_g$_$18,13,False,13,13,13
train,JGEEA_JVriE$_$0,48,True,48,48,48
train,JHW3nD6flgU$_$4,25,False,25,25,25
train,JHW3nD6flgU$_$8,6,False,6,6,6
train,JLqBVj6f5gI$_$21,15,False,15,15,15
train,JLqBVj6f5gI$_$17,28,False,28,28,28
train,JLqBVj6f5gI$_$8,23,False,23,23,23
train,JMb18N7lQ0A$_$1,17,False,17,17,17
train,JMzilFvwNXE$_$4,16,False,16,16,16
train,JP95Fby6qLE$_$23,31,False,31,31,31
train,JP95Fby6qLE$_$1,21,False,21,21,21
train,JSlTJsUulH0$_$2,19,False,19,19,19
train,JW3OfSCZlhc$_$5,11,False,11,11,0
train,JX-mwjSw0dk$_$8,18,False,18,18,18
train,JYdfUNjyYxo$_$5,28,False,28,28,28
train,JYsAacFmXEo$_$11,20,False,20,20,20
train,JYsAacFmXEo$_$17,34,False,34,34,34
train,J_DtcW86D9c$_$2,24,False,24,24,24
train,J_DtcW86D9c$_$9,28,False,28,28,28
train,Ja7phs8EbWk$_$10,25,False,25,25,25
train,Ja7phs8EbWk$_$6,16,False,16,16,16
train,JcmqmLaL_MQ$_$7,32,False,32,32,4
train,JdFaSggG58c$_$5,17,False,17,17,17
train,JdFaSggG58c$_$6,9,False,9,9,9
