id,video_id,clip_id,mode,pkl_split,label,regression_label,score_abs_diff,annotation,pkl_polarity,classification_label
3MFNIag0wNE$_$12,3MFNIag0wNE,12,valid,valid,-1.0,-1.0,0.0,Negative,negative,0
3MFNIag0wNE$_$14,3MFNIag0wNE,14,valid,valid,-2.0,-2.0,0.0,Negative,negative,0
3MFNIag0wNE$_$16,3MFNIag0wNE,16,valid,valid,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
3MFNIag0wNE$_$7,3MFNIag0wNE,7,valid,valid,-1.0,-1.0,0.0,Negative,negative,0
3OMgvtWNHp4$_$10,3OMgvtWNHp4,10,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
3OYY5Tsz_2k$_$7,3OYY5Tsz_2k,7,test,test,0.0,0.0,0.0,Neutral,neutral,1
3OuNMjZo5wg$_$13,3OuNMjZo5wg,13,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
3REPHw7oLWo$_$13,3REPHw7oLWo,13,test,test,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
3V2qm0rw920$_$11,3V2qm0rw920,11,valid,valid,1.0,1.0,0.0,Positive,positive,2
3V2qm0rw920$_$13,3V2qm0rw920,13,valid,valid,3.0,3.0,0.0,Positive,positive,2
3V2qm0rw920$_$3,3V2qm0rw920,3,valid,valid,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
3VsrcbjPwZY$_$0,3VsrcbjPwZY,0,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
3VsrcbjPwZY$_$7,3VsrcbjPwZY,7,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
3Wi0if_L6Ug$_$12,3Wi0if_L6Ug,12,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
3Wi0if_L6Ug$_$13,3Wi0if_L6Ug,13,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
3Wi0if_L6Ug$_$17,3Wi0if_L6Ug,17,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
3Wi0if_L6Ug$_$4,3Wi0if_L6Ug,4,train,train,2.0,2.0,0.0,Positive,positive,2
3Wi0if_L6Ug$_$9,3Wi0if_L6Ug,9,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
3aD0xAgxxyw$_$0,3aD0xAgxxyw,0,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
3aD0xAgxxyw$_$11,3aD0xAgxxyw,11,train,train,-1.0,-1.0,0.0,Negative,negative,0
3aIQUQgawaI$_$12,3aIQUQgawaI,12,train,train,0.0,0.0,0.0,Neutral,neutral,1
3aIQUQgawaI$_$19,3aIQUQgawaI,19,train,train,0.0,0.0,0.0,Neutral,neutral,1
3aIQUQgawaI$_$4,3aIQUQgawaI,4,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
3aIQUQgawaI$_$5,3aIQUQgawaI,5,train,train,-1.0,-1.0,0.0,Negative,negative,0
3aIQUQgawaI$_$7,3aIQUQgawaI,7,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
3fhCxePBuZY$_$10,3fhCxePBuZY,10,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
3fhCxePBuZY$_$4,3fhCxePBuZY,4,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
3gA34VxBijI$_$1,3gA34VxBijI,1,train,train,0.0,0.0,0.0,Neutral,neutral,1
3j94B0pzSVs$_$0,3j94B0pzSVs,0,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
3j94B0pzSVs$_$1,3j94B0pzSVs,1,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
3j94B0pzSVs$_$12,3j94B0pzSVs,12,valid,valid,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
3j94B0pzSVs$_$17,3j94B0pzSVs,17,valid,valid,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
3kNPvhdF1NA$_$0,3kNPvhdF1NA,0,train,train,0.0,0.0,0.0,Neutral,neutral,1
3lkn8MS3n8Q$_$27,3lkn8MS3n8Q,27,train,train,-1.0,-1.0,0.0,Negative,negative,0
3lkn8MS3n8Q$_$6,3lkn8MS3n8Q,6,train,train,1.0,1.0,0.0,Positive,positive,2
3n44IP3tCVE$_$0,3n44IP3tCVE,0,train,train,2.0,2.0,0.0,Positive,positive,2
3n44IP3tCVE$_$13,3n44IP3tCVE,13,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
3n44IP3tCVE$_$5,3n44IP3tCVE,5,train,train,2.0,2.0,0.0,Positive,positive,2
3n44IP3tCVE$_$6,3n44IP3tCVE,6,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
3ocpWAmSNUE$_$5,3ocpWAmSNUE,5,train,train,-2.6666667461395264,-2.6666667461395264,0.0,Negative,negative,0
3ocpWAmSNUE$_$6,3ocpWAmSNUE,6,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
3paDwuRQP1w$_$0,3paDwuRQP1w,0,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
3sUS8vXbRwg$_$13,3sUS8vXbRwg,13,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
3wHE78v9zr4$_$12,3wHE78v9zr4,12,test,test,1.0,1.0,0.0,Positive,positive,2
3wHE78v9zr4$_$24,3wHE78v9zr4,24,test,test,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
3wHE78v9zr4$_$7,3wHE78v9zr4,7,test,test,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
3wHE78v9zr4$_$9,3wHE78v9zr4,9,test,test,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
40181$_$13,40181,13,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
40181$_$19,40181,19,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
40181$_$21,40181,21,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
40181$_$9,40181,9,train,train,0.0,0.0,0.0,Neutral,neutral,1
40260$_$18,40260,18,train,train,1.0,1.0,0.0,Positive,positive,2
40260$_$19,40260,19,train,train,-1.6666666269302368,-1.6666666269302368,0.0,Negative,negative,0
40260$_$8,40260,8,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
41381$_$7,41381,7,test,test,0.0,0.0,0.0,Neutral,neutral,1
41381$_$8,41381,8,test,test,1.0,1.0,0.0,Positive,positive,2
41692$_$1,41692,1,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
424SXFTCFsA$_$2,424SXFTCFsA,2,test,test,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
424SXFTCFsA$_$3,424SXFTCFsA,3,test,test,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
424SXFTCFsA$_$4,424SXFTCFsA,4,test,test,2.0,2.0,0.0,Positive,positive,2
43371$_$6,43371,6,train,train,-1.6666666269302368,-1.6666666269302368,0.0,Negative,negative,0
43371$_$8,43371,8,train,train,-1.0,-1.0,0.0,Negative,negative,0
43456$_$2,43456,2,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
43456$_$8,43456,8,train,train,0.0,0.0,0.0,Neutral,neutral,1
44780$_$0,44780,0,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
44780$_$1,44780,1,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
44780$_$2,44780,2,train,train,0.0,0.0,0.0,Neutral,neutral,1
44780$_$3,44780,3,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
44780$_$6,44780,6,train,train,0.0,0.0,0.0,Neutral,neutral,1
44780$_$7,44780,7,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
45175$_$9,45175,9,train,train,-1.0,-1.0,0.0,Negative,negative,0
45184$_$2,45184,2,train,train,-2.3333332538604736,-2.3333332538604736,0.0,Negative,negative,0
45184$_$5,45184,5,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
45186$_$2,45186,2,train,train,0.0,0.0,0.0,Neutral,neutral,1
45186$_$3,45186,3,train,train,-1.0,-1.0,0.0,Negative,negative,0
45676$_$6,45676,6,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
45c3QQzGakM$_$5,45c3QQzGakM,5,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
46495$_$9,46495,9,test,test,-2.0,-2.0,0.0,Negative,negative,0
46497$_$1,46497,1,train,train,-2.6666667461395264,-2.6666667461395264,0.0,Negative,negative,0
46497$_$3,46497,3,train,train,-2.0,-2.0,0.0,Negative,negative,0
46604$_$2,46604,2,train,train,0.0,0.0,0.0,Neutral,neutral,1
46604$_$3,46604,3,train,train,0.0,0.0,0.0,Neutral,neutral,1
46604$_$4,46604,4,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
46615$_$1,46615,1,test,test,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
46618$_$0,46618,0,train,train,0.0,0.0,0.0,Neutral,neutral,1
46618$_$1,46618,1,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
46618$_$2,46618,2,train,train,-1.6666666269302368,-1.6666666269302368,0.0,Negative,negative,0
47472$_$1,47472,1,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
47472$_$10,47472,10,train,train,0.0,0.0,0.0,Neutral,neutral,1
47472$_$4,47472,4,train,train,0.0,0.0,0.0,Neutral,neutral,1
47472$_$6,47472,6,train,train,0.0,0.0,0.0,Neutral,neutral,1
47472$_$8,47472,8,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
49358$_$4,49358,4,train,train,0.0,0.0,0.0,Neutral,neutral,1
49358$_$6,49358,6,train,train,-2.0,-2.0,0.0,Negative,negative,0
49358$_$9,49358,9,train,train,-1.6666666269302368,-1.6666666269302368,0.0,Negative,negative,0
4AQC7_uCuEE$_$22,4AQC7_uCuEE,22,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
4AQC7_uCuEE$_$23,4AQC7_uCuEE,23,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
4AQC7_uCuEE$_$27,4AQC7_uCuEE,27,train,train,1.0,1.0,0.0,Positive,positive,2
4BoE-woHtwA$_$1,4BoE-woHtwA,1,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
4BoE-woHtwA$_$12,4BoE-woHtwA,12,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
4BoE-woHtwA$_$5,4BoE-woHtwA,5,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
4CKhrjuuofk$_$1,4CKhrjuuofk,1,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
4CKhrjuuofk$_$5,4CKhrjuuofk,5,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
4EDblUpJieU$_$7,4EDblUpJieU,7,test,test,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
4EEru3cZwXo$_$3,4EEru3cZwXo,3,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
4GYfmpEEtl4$_$1,4GYfmpEEtl4,1,train,train,0.0,0.0,0.0,Neutral,neutral,1
4GYfmpEEtl4$_$6,4GYfmpEEtl4,6,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
4GYfmpEEtl4$_$7,4GYfmpEEtl4,7,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
4H9RfQuqsvg$_$1,4H9RfQuqsvg,1,train,train,2.0,2.0,0.0,Positive,positive,2
4H9RfQuqsvg$_$12,4H9RfQuqsvg,12,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
4H9RfQuqsvg$_$6,4H9RfQuqsvg,6,train,train,0.0,0.0,0.0,Neutral,neutral,1
4HAC00EAdno$_$10,4HAC00EAdno,10,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
4HAC00EAdno$_$12,4HAC00EAdno,12,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
4HAC00EAdno$_$9,4HAC00EAdno,9,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
4Kh5N9W-Jr4$_$0,4Kh5N9W-Jr4,0,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
4Q7OkrJLzAc$_$0,4Q7OkrJLzAc,0,train,train,0.0,0.0,0.0,Neutral,neutral,1
4Q7OkrJLzAc$_$1,4Q7OkrJLzAc,1,train,train,0.0,0.0,0.0,Neutral,neutral,1
4Q95Lg3Icho$_$24,4Q95Lg3Icho,24,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
4Ry6M_ZfJQc$_$5,4Ry6M_ZfJQc,5,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
4VA4kqMnEqA$_$4,4VA4kqMnEqA,4,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
4VA4kqMnEqA$_$8,4VA4kqMnEqA,8,train,train,0.0,0.0,0.0,Neutral,neutral,1
4cFeG2ydm9A$_$8,4cFeG2ydm9A,8,valid,valid,1.0,1.0,0.0,Positive,positive,2
4dV3slGSc60$_$10,4dV3slGSc60,10,valid,valid,1.0,1.0,0.0,Positive,positive,2
4dV3slGSc60$_$12,4dV3slGSc60,12,valid,valid,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
4dV3slGSc60$_$22,4dV3slGSc60,22,valid,valid,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
4dV3slGSc60$_$8,4dV3slGSc60,8,valid,valid,1.0,1.0,0.0,Positive,positive,2
4dV3slGSc60$_$9,4dV3slGSc60,9,valid,valid,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
4hEWns7JBg0$_$25,4hEWns7JBg0,25,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
4hEWns7JBg0$_$29,4hEWns7JBg0,29,train,train,1.0,1.0,0.0,Positive,positive,2
4iG0ffmnCOw$_$2,4iG0ffmnCOw,2,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
4iG0ffmnCOw$_$7,4iG0ffmnCOw,7,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
4iw1jTY-X3A$_$14,4iw1jTY-X3A,14,train,train,1.0,1.0,0.0,Positive,positive,2
4iw1jTY-X3A$_$3,4iw1jTY-X3A,3,train,train,-1.0,-1.0,0.0,Negative,negative,0
4jTUcNlxlYA$_$0,4jTUcNlxlYA,0,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
4jTUcNlxlYA$_$4,4jTUcNlxlYA,4,train,train,0.0,0.0,0.0,Neutral,neutral,1
4jTUcNlxlYA$_$6,4jTUcNlxlYA,6,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
4jTUcNlxlYA$_$9,4jTUcNlxlYA,9,train,train,0.0,0.0,0.0,Neutral,neutral,1
4kF0U8kIMp4$_$0,4kF0U8kIMp4,0,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
4kF0U8kIMp4$_$4,4kF0U8kIMp4,4,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
4kF0U8kIMp4$_$5,4kF0U8kIMp4,5,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
4lKz4xyCmkk$_$14,4lKz4xyCmkk,14,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
4poXF3xo6Z8$_$0,4poXF3xo6Z8,0,train,train,0.0,0.0,0.0,Neutral,neutral,1
4poXF3xo6Z8$_$1,4poXF3xo6Z8,1,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
4poXF3xo6Z8$_$13,4poXF3xo6Z8,13,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
4poXF3xo6Z8$_$3,4poXF3xo6Z8,3,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
4poXF3xo6Z8$_$6,4poXF3xo6Z8,6,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
4qjz4BQCZyM$_$5,4qjz4BQCZyM,5,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
4qoB5a6dR3w$_$1,4qoB5a6dR3w,1,train,train,1.0,1.0,0.0,Positive,positive,2
4wdeBJ39Cuw$_$0,4wdeBJ39Cuw,0,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
4wdeBJ39Cuw$_$5,4wdeBJ39Cuw,5,train,train,-1.0,-1.0,0.0,Negative,negative,0
4wuug3-5cWo$_$5,4wuug3-5cWo,5,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
50103$_$3,50103,3,valid,valid,-2.0,-2.0,0.0,Negative,negative,0
50453$_$4,50453,4,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
50453$_$8,50453,8,train,train,0.0,0.0,0.0,Neutral,neutral,1
51224$_$1,51224,1,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
51224$_$9,51224,9,train,train,0.0,0.0,0.0,Neutral,neutral,1
52068$_$2,52068,2,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
52068$_$21,52068,21,train,train,2.0,2.0,0.0,Positive,positive,2
52839$_$0,52839,0,train,train,0.0,0.0,0.0,Neutral,neutral,1
52839$_$11,52839,11,train,train,0.0,0.0,0.0,Neutral,neutral,1
52839$_$12,52839,12,train,train,1.0,1.0,0.0,Positive,positive,2
52839$_$13,52839,13,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
52839$_$7,52839,7,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
53609$_$10,53609,10,test,test,-2.0,-2.0,0.0,Negative,negative,0
53609$_$13,53609,13,test,test,-2.0,-2.0,0.0,Negative,negative,0
53609$_$3,53609,3,test,test,0.0,0.0,0.0,Neutral,neutral,1
53609$_$7,53609,7,test,test,-1.6666666269302368,-1.6666666269302368,0.0,Negative,negative,0
53742$_$1,53742,1,train,train,0.0,0.0,0.0,Neutral,neutral,1
53742$_$2,53742,2,train,train,0.0,0.0,0.0,Neutral,neutral,1
53742$_$5,53742,5,train,train,-2.0,-2.0,0.0,Negative,negative,0
53766$_$4,53766,4,test,test,2.3333332538604736,2.3333332538604736,0.0,Positive,positive,2
53766$_$9,53766,9,test,test,2.0,2.0,0.0,Positive,positive,2
55156$_$2,55156,2,train,train,-1.0,-1.0,0.0,Negative,negative,0
55156$_$8,55156,8,train,train,0.0,0.0,0.0,Neutral,neutral,1
56006$_$4,56006,4,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
56276$_$1,56276,1,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
56276$_$11,56276,11,train,train,-2.0,-2.0,0.0,Negative,negative,0
56276$_$15,56276,15,train,train,-3.0,-3.0,0.0,Negative,negative,0
56276$_$4,56276,4,train,train,-2.6666667461395264,-2.6666667461395264,0.0,Negative,negative,0
56276$_$7,56276,7,train,train,0.0,0.0,0.0,Neutral,neutral,1
56989$_$12,56989,12,test,test,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
56989$_$5,56989,5,test,test,-2.3333332538604736,-2.3333332538604736,0.0,Negative,negative,0
56989$_$9,56989,9,test,test,1.0,1.0,0.0,Positive,positive,2
57618$_$1,57618,1,train,train,0.0,0.0,0.0,Neutral,neutral,1
57618$_$3,57618,3,train,train,2.3333332538604736,2.3333332538604736,0.0,Positive,positive,2
59333$_$10,59333,10,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
59333$_$19,59333,19,train,train,0.0,0.0,0.0,Neutral,neutral,1
59333$_$7,59333,7,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
59333$_$9,59333,9,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
59673$_$4,59673,4,test,test,1.0,1.0,0.0,Positive,positive,2
59673$_$6,59673,6,test,test,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
5B0PQx3Ep3k$_$5,5B0PQx3Ep3k,5,valid,valid,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
5Fs_7A_V2kA$_$9,5Fs_7A_V2kA,9,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
5JMpMKAO-Mk$_$5,5JMpMKAO-Mk,5,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
5O1W39o56gg$_$1,5O1W39o56gg,1,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
5O1W39o56gg$_$2,5O1W39o56gg,2,valid,valid,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
5O1W39o56gg$_$9,5O1W39o56gg,9,valid,valid,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
5R5fDxZUL8M$_$2,5R5fDxZUL8M,2,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
5R5fDxZUL8M$_$5,5R5fDxZUL8M,5,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
5Tqu1IXJjGY$_$7,5Tqu1IXJjGY,7,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
5XX0csik6VQ$_$0,5XX0csik6VQ,0,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
5YnYGjrhzF4$_$0,5YnYGjrhzF4,0,train,train,0.0,0.0,0.0,Neutral,neutral,1
5YnYGjrhzF4$_$8,5YnYGjrhzF4,8,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
5eA5HpyFsIk$_$0,5eA5HpyFsIk,0,train,train,0.0,0.0,0.0,Neutral,neutral,1
5eY4S1F62Z4$_$13,5eY4S1F62Z4,13,test,test,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
5eY4S1F62Z4$_$17,5eY4S1F62Z4,17,test,test,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
5fKPJPFqPho$_$2,5fKPJPFqPho,2,test,test,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
5i6AgQSjXO4$_$2,5i6AgQSjXO4,2,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
5i6AgQSjXO4$_$3,5i6AgQSjXO4,3,valid,valid,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
5i6AgQSjXO4$_$6,5i6AgQSjXO4,6,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
5kaCGzjYukM$_$0,5kaCGzjYukM,0,valid,valid,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
5kaCGzjYukM$_$2,5kaCGzjYukM,2,valid,valid,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
5kaCGzjYukM$_$3,5kaCGzjYukM,3,valid,valid,-1.6666666269302368,-1.6666666269302368,0.0,Negative,negative,0
5kaCGzjYukM$_$5,5kaCGzjYukM,5,valid,valid,-2.3333332538604736,-2.3333332538604736,0.0,Negative,negative,0
5kaCGzjYukM$_$7,5kaCGzjYukM,7,valid,valid,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
5lrDS7LluCA$_$4,5lrDS7LluCA,4,test,test,1.0,1.0,0.0,Positive,positive,2
5oEuiBPUTYc$_$6,5oEuiBPUTYc,6,train,train,0.0,0.0,0.0,Neutral,neutral,1
5pxFqJ5hKMU$_$2,5pxFqJ5hKMU,2,test,test,0.0,0.0,0.0,Neutral,neutral,1
5qQs9Cfydo4$_$9,5qQs9Cfydo4,9,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
5qxZFmIaynE$_$15,5qxZFmIaynE,15,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
5qxZFmIaynE$_$17,5qxZFmIaynE,17,train,train,0.0,0.0,0.0,Neutral,neutral,1
5qxZFmIaynE$_$24,5qxZFmIaynE,24,train,train,0.0,0.0,0.0,Neutral,neutral,1
5qxZFmIaynE$_$28,5qxZFmIaynE,28,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
5qxZFmIaynE$_$7,5qxZFmIaynE,7,train,train,0.0,0.0,0.0,Neutral,neutral,1
5qxZFmIaynE$_$9,5qxZFmIaynE,9,train,train,0.0,0.0,0.0,Neutral,neutral,1
5tV5rZZJDCE$_$7,5tV5rZZJDCE,7,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
5vwXp27bCLw$_$16,5vwXp27bCLw,16,test,test,0.0,0.0,0.0,Neutral,neutral,1
5wpCKY2U1NE$_$10,5wpCKY2U1NE,10,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
5wpCKY2U1NE$_$5,5wpCKY2U1NE,5,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
5xa0Ac2krGs$_$2,5xa0Ac2krGs,2,test,test,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
5xa0Ac2krGs$_$7,5xa0Ac2krGs,7,test,test,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
60037$_$1,60037,1,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
60037$_$16,60037,16,train,train,2.3333332538604736,2.3333332538604736,0.0,Positive,positive,2
61531$_$3,61531,3,test,test,0.0,0.0,0.0,Neutral,neutral,1
61531$_$9,61531,9,test,test,2.0,2.0,0.0,Positive,positive,2
63951$_$1,63951,1,test,test,0.0,0.0,0.0,Neutral,neutral,1
65kkuNV921k$_$15,65kkuNV921k,15,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
65kkuNV921k$_$22,65kkuNV921k,22,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
65kkuNV921k$_$26,65kkuNV921k,26,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
65kkuNV921k$_$3,65kkuNV921k,3,train,train,-1.6666666269302368,-1.6666666269302368,0.0,Negative,negative,0
65kkuNV921k$_$30,65kkuNV921k,30,train,train,0.0,0.0,0.0,Neutral,neutral,1
65kkuNV921k$_$34,65kkuNV921k,34,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
65kkuNV921k$_$5,65kkuNV921k,5,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
65kkuNV921k$_$6,65kkuNV921k,6,train,train,-1.0,-1.0,0.0,Negative,negative,0
65kkuNV921k$_$7,65kkuNV921k,7,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
67uKYi7mslE$_$3,67uKYi7mslE,3,test,test,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
67uKYi7mslE$_$4,67uKYi7mslE,4,test,test,0.0,0.0,0.0,Neutral,neutral,1
69707$_$2,69707,2,train,train,-1.6666666269302368,-1.6666666269302368,0.0,Negative,negative,0
69824$_$5,69824,5,test,test,-2.6666667461395264,-2.6666667461395264,0.0,Negative,negative,0
6EDoVEm16fU$_$13,6EDoVEm16fU,13,test,test,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
6EDoVEm16fU$_$4,6EDoVEm16fU,4,test,test,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
6EDoVEm16fU$_$6,6EDoVEm16fU,6,test,test,1.0,1.0,0.0,Positive,positive,2
6EJHA6IDLNk$_$3,6EJHA6IDLNk,3,test,test,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
