version,split,id,video_id,clip_id,text_char_len,text_word_len,text_bert_valid_len,attention_mask_has_internal_zero,regression_label,classification_label,polarity_from_regression,polarity_from_classification,label_sources_agree,audio_valid_length,audio_inferred_length,audio_nonzero_steps,audio_internal_zero_steps,vision_valid_length,vision_inferred_length,vision_nonzero_steps,vision_internal_zero_steps,text_inferred_length,text_internal_zero_steps,audio_matches_bert_length,text_bert_starts_with_101
aligned,train,260011$_$20,260011,20,36,8,13,False,-1.0,0,negative,negative,True,12,12,11,0,12,12,10,1,50,0,True,True
aligned,train,260011$_$16,260011,16,22,5,11,False,0.0,1,neutral,neutral,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,260011$_$0,260011,0,14,3,7,False,0.0,1,neutral,neutral,True,6,6,5,0,6,6,5,0,50,0,True,True
aligned,train,260011$_$3,260011,3,21,5,10,False,2.3333332538604736,2,positive,positive,True,9,9,8,0,9,9,8,0,50,0,True,True
aligned,train,261267$_$11,261267,11,80,16,26,False,-1.0,0,negative,negative,True,25,25,24,0,25,25,24,0,50,0,True,True
aligned,train,261267$_$12,261267,12,128,25,36,False,-1.3333333730697632,0,negative,negative,True,35,35,34,0,35,35,34,0,50,0,True,True
aligned,train,261267$_$15,261267,15,130,28,31,False,-0.6666666865348816,0,negative,negative,True,30,30,29,0,30,30,29,0,50,0,True,True
aligned,train,261267$_$16,261267,16,45,8,12,False,-2.3333332538604736,0,negative,negative,True,11,11,10,0,11,11,10,0,50,0,True,True
aligned,train,261267$_$19,261267,19,52,13,19,False,-1.3333333730697632,0,negative,negative,True,18,18,17,0,18,18,17,0,50,0,True,True
aligned,train,261267$_$18,261267,18,192,36,48,False,-1.3333333730697632,0,negative,negative,True,47,47,46,0,47,47,46,0,50,0,True,True
aligned,train,261267$_$2,261267,2,18,4,6,False,-1.3333333730697632,0,negative,negative,True,5,5,4,0,5,5,4,0,50,0,True,True
aligned,train,261267$_$4,261267,4,44,9,11,False,0.3333333432674408,2,positive,positive,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,261267$_$8,261267,8,52,10,14,False,-1.3333333730697632,0,negative,negative,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,261326$_$0,261326,0,7,2,4,False,0.3333333432674408,2,positive,positive,True,3,3,2,0,3,3,2,0,50,0,True,True
aligned,train,261326$_$3,261326,3,233,43,50,False,-1.3333333730697632,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,261900$_$24,261900,24,95,18,23,False,-1.6666666269302368,0,negative,negative,True,22,22,21,0,22,22,21,0,50,0,True,True
aligned,train,261900$_$27,261900,27,100,19,27,False,-0.6666666865348816,0,negative,negative,True,26,26,25,0,26,26,25,0,50,0,True,True
aligned,train,261900$_$7,261900,7,38,8,11,False,0.0,1,neutral,neutral,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,261900$_$9,261900,9,45,7,13,False,0.0,1,neutral,neutral,True,12,12,11,0,12,12,11,0,50,0,True,True
aligned,train,261900$_$8,261900,8,76,15,18,False,0.0,1,neutral,neutral,True,17,17,16,0,17,17,16,0,50,0,True,True
aligned,train,261900$_$30,261900,30,33,6,14,False,-1.6666666269302368,0,negative,negative,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,261900$_$36,261900,36,79,15,17,False,-0.3333333432674408,0,negative,negative,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,261900$_$34,261900,34,30,6,10,False,0.3333333432674408,2,positive,positive,True,9,9,8,0,9,9,8,0,50,0,True,True
aligned,train,261900$_$33,261900,33,137,27,34,False,1.6666666269302368,2,positive,positive,True,33,33,32,0,33,33,32,0,50,0,True,True
aligned,train,261902$_$0,261902,0,11,2,6,False,0.0,1,neutral,neutral,True,5,5,4,0,5,5,4,0,50,0,True,True
aligned,train,261902$_$10,261902,10,59,12,16,False,0.6666666865348816,2,positive,positive,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,261902$_$15,261902,15,144,26,37,False,1.3333333730697632,2,positive,positive,True,36,36,35,0,36,36,35,0,50,0,True,True
aligned,train,261902$_$18,261902,18,66,12,16,False,0.3333333432674408,2,positive,positive,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,262165$_$22,262165,22,27,7,9,False,-0.6666666865348816,0,negative,negative,True,8,8,7,0,8,8,3,4,50,0,True,True
aligned,train,262165$_$2,262165,2,16,3,6,False,0.0,1,neutral,neutral,True,5,5,4,0,5,5,4,0,50,0,True,True
aligned,train,262165$_$4,262165,4,182,36,50,False,-0.6666666865348816,0,negative,negative,True,49,49,48,0,49,49,42,6,50,0,True,True
aligned,train,262165$_$7,262165,7,303,54,50,False,0.0,1,neutral,neutral,True,49,49,48,0,49,49,47,1,50,0,True,True
aligned,train,262165$_$6,262165,6,123,24,33,False,-0.3333333432674408,0,negative,negative,True,32,32,31,0,32,32,30,1,50,0,True,True
aligned,train,262165$_$8,262165,8,196,35,47,False,-1.3333333730697632,0,negative,negative,True,46,46,45,0,36,36,32,3,50,0,True,True
aligned,train,262165$_$13,262165,13,56,10,16,False,-0.3333333432674408,0,negative,negative,True,15,15,14,0,6,6,5,0,50,0,True,True
aligned,train,262165$_$15,262165,15,87,12,23,False,0.0,1,neutral,neutral,True,22,22,21,0,22,22,21,0,50,0,True,True
aligned,train,262165$_$17,262165,17,64,12,14,False,-2.0,0,negative,negative,True,13,13,12,0,9,9,8,0,50,0,True,True
aligned,train,262165$_$19,262165,19,261,50,50,False,-0.3333333432674408,0,negative,negative,True,49,49,48,0,49,49,39,9,50,0,True,True
aligned,train,262165$_$18,262165,18,74,11,19,False,-2.0,0,negative,negative,True,18,18,17,0,18,18,17,0,50,0,True,True
aligned,train,264418$_$10,264418,10,51,11,17,False,-2.3333332538604736,0,negative,negative,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,264418$_$13,264418,13,36,6,8,False,-1.3333333730697632,0,negative,negative,True,7,7,6,0,7,7,6,0,50,0,True,True
aligned,train,264418$_$15,264418,15,29,6,12,False,-1.3333333730697632,0,negative,negative,True,11,11,10,0,11,11,10,0,50,0,True,True
aligned,train,264418$_$4,264418,4,108,21,31,False,-2.0,0,negative,negative,True,30,30,29,0,30,30,29,0,50,0,True,True
aligned,train,264418$_$6,264418,6,315,55,50,False,-0.6666666865348816,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,264446$_$23,264446,23,122,27,33,False,-0.3333333432674408,0,negative,negative,True,32,32,31,0,32,32,31,0,50,0,True,True
aligned,train,264446$_$44,264446,44,40,7,11,False,-1.0,0,negative,negative,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,264446$_$43,264446,43,46,11,15,False,-2.0,0,negative,negative,True,14,14,13,0,14,14,13,0,50,0,True,True
aligned,train,264446$_$2,264446,2,106,19,27,False,0.0,1,neutral,neutral,True,26,26,25,0,26,26,25,0,50,0,True,True
aligned,train,264446$_$38,264446,38,107,21,33,False,0.0,1,neutral,neutral,True,32,32,31,0,32,32,31,0,50,0,True,True
aligned,train,264446$_$15,264446,15,182,36,42,False,0.0,1,neutral,neutral,True,41,41,40,0,41,41,40,0,50,0,True,True
aligned,train,264446$_$14,264446,14,145,28,39,False,0.0,1,neutral,neutral,True,38,38,37,0,38,38,37,0,50,0,True,True
aligned,train,265959$_$11,265959,11,87,17,25,False,-2.3333332538604736,0,negative,negative,True,24,24,23,0,24,24,23,0,50,0,True,True
aligned,train,265959$_$15,265959,15,21,5,7,False,-2.6666667461395264,0,negative,negative,True,6,6,5,0,6,6,5,0,50,0,True,True
aligned,train,265959$_$16,265959,16,19,4,8,False,-2.3333332538604736,0,negative,negative,True,7,7,6,0,7,7,6,0,50,0,True,True
aligned,train,265959$_$0,265959,0,75,15,28,False,0.0,1,neutral,neutral,True,27,27,26,0,27,27,26,0,50,0,True,True
aligned,train,265959$_$2,265959,2,85,16,24,False,-2.6666667461395264,0,negative,negative,True,23,23,22,0,23,23,22,0,50,0,True,True
aligned,train,265959$_$5,265959,5,115,20,37,False,-2.0,0,negative,negative,True,36,36,35,0,36,36,35,0,50,0,True,True
aligned,train,265959$_$7,265959,7,173,28,50,False,-1.6666666269302368,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,265959$_$9,265959,9,132,22,35,False,-2.0,0,negative,negative,True,34,34,33,0,34,34,33,0,50,0,True,True
aligned,train,266366$_$14,266366,14,74,13,21,False,-2.0,0,negative,negative,True,20,20,19,0,20,20,19,0,50,0,True,True
aligned,train,266366$_$16,266366,16,27,4,6,False,-2.0,0,negative,negative,True,5,5,4,0,5,5,4,0,50,0,True,True
aligned,train,266366$_$1,266366,1,102,16,21,False,0.0,1,neutral,neutral,True,20,20,19,0,20,20,19,0,50,0,True,True
aligned,train,266366$_$0,266366,0,2,1,3,False,0.3333333432674408,2,positive,positive,True,2,2,1,0,2,2,1,0,50,0,True,True
aligned,train,266366$_$7,266366,7,305,59,50,False,-1.3333333730697632,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,266366$_$8,266366,8,310,60,50,False,-2.3333332538604736,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,266396$_$55,266396,55,26,5,9,False,-2.6666667461395264,0,negative,negative,True,8,8,7,0,0,0,0,0,50,0,True,True
aligned,train,266396$_$82,266396,82,20,4,6,False,0.0,1,neutral,neutral,True,5,5,4,0,5,5,4,0,50,0,True,True
aligned,train,266396$_$80,266396,80,13,5,7,False,-0.6666666865348816,0,negative,negative,True,6,6,5,0,6,6,5,0,50,0,True,True
aligned,train,266396$_$87,266396,87,18,5,8,False,0.0,1,neutral,neutral,True,7,7,6,0,7,7,6,0,50,0,True,True
aligned,train,266396$_$85,266396,85,46,6,16,False,-1.0,0,negative,negative,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,266396$_$33,266396,33,20,4,9,False,-1.0,0,negative,negative,True,8,8,7,0,8,8,7,0,50,0,True,True
aligned,train,266396$_$91,266396,91,34,7,11,False,-3.0,0,negative,negative,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,266396$_$93,266396,93,15,3,6,False,-1.0,0,negative,negative,True,5,5,4,0,5,5,4,0,50,0,True,True
aligned,train,266396$_$10,266396,10,43,10,16,False,-1.0,0,negative,negative,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,266396$_$18,266396,18,45,10,13,False,0.0,1,neutral,neutral,True,12,12,11,0,12,12,11,0,50,0,True,True
aligned,train,266396$_$44,266396,44,85,18,25,False,-0.6666666865348816,0,negative,negative,True,24,24,23,0,24,24,23,0,50,0,True,True
aligned,train,266396$_$45,266396,45,29,5,10,False,-2.3333332538604736,0,negative,negative,True,9,9,8,0,9,9,8,0,50,0,True,True
aligned,train,266396$_$43,266396,43,123,18,25,False,-3.0,0,negative,negative,True,24,24,23,0,24,24,19,4,50,0,True,True
aligned,train,266396$_$74,266396,74,47,9,14,False,-1.0,0,negative,negative,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,266852$_$25,266852,25,81,16,18,False,0.3333333432674408,2,positive,positive,True,17,17,16,0,17,17,16,0,50,0,True,True
aligned,train,266852$_$20,266852,20,217,44,50,False,0.0,1,neutral,neutral,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,266852$_$2,266852,2,68,13,19,False,0.0,1,neutral,neutral,True,18,18,17,0,18,18,17,0,50,0,True,True
aligned,train,266852$_$13,266852,13,153,27,34,False,0.0,1,neutral,neutral,True,33,33,32,0,33,33,32,0,50,0,True,True
aligned,train,266938$_$42,266938,42,34,7,12,False,-3.0,0,negative,negative,True,11,11,10,0,11,11,10,0,50,0,True,True
aligned,train,266938$_$43,266938,43,33,8,11,False,-1.3333333730697632,0,negative,negative,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,266938$_$23,266938,23,287,49,50,False,-2.3333332538604736,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,266938$_$25,266938,25,164,29,36,False,-1.6666666269302368,0,negative,negative,True,35,35,34,0,35,35,34,0,50,0,True,True
aligned,train,266938$_$20,266938,20,34,6,10,False,-0.6666666865348816,0,negative,negative,True,9,9,8,0,9,9,8,0,50,0,True,True
aligned,train,266938$_$49,266938,49,130,27,31,False,-3.0,0,negative,negative,True,30,30,29,0,30,30,29,0,50,0,True,True
aligned,train,266938$_$29,266938,29,100,22,33,False,-0.6666666865348816,0,negative,negative,True,32,32,31,0,32,32,30,1,50,0,True,True
aligned,train,266938$_$0,266938,0,46,8,13,False,0.3333333432674408,2,positive,positive,True,12,12,11,0,12,12,11,0,50,0,True,True
aligned,train,266938$_$8,266938,8,144,27,35,False,-2.6666667461395264,0,negative,negative,True,34,34,33,0,34,34,33,0,50,0,True,True
aligned,train,266938$_$38,266938,38,119,25,35,False,-1.6666666269302368,0,negative,negative,True,34,34,33,0,34,34,33,0,50,0,True,True
aligned,train,266938$_$10,266938,10,111,22,30,False,-1.6666666269302368,0,negative,negative,True,29,29,28,0,29,29,28,0,50,0,True,True
aligned,train,266938$_$15,266938,15,79,16,21,False,-0.6666666865348816,0,negative,negative,True,20,20,19,0,20,20,19,0,50,0,True,True
aligned,train,266938$_$16,266938,16,41,9,11,False,0.0,1,neutral,neutral,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,266938$_$54,266938,54,41,8,12,False,-3.0,0,negative,negative,True,11,11,10,0,11,11,10,0,50,0,True,True
aligned,train,267252$_$10,267252,10,58,10,14,False,-0.3333333432674408,0,negative,negative,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,267252$_$13,267252,13,106,21,27,False,0.3333333432674408,2,positive,positive,True,26,26,25,0,26,26,25,0,50,0,True,True
aligned,train,267255$_$10,267255,10,83,15,21,False,-0.6666666865348816,0,negative,negative,True,20,20,19,0,20,20,19,0,50,0,True,True
aligned,train,267255$_$13,267255,13,40,8,12,False,-2.0,0,negative,negative,True,11,11,10,0,11,11,10,0,50,0,True,True
aligned,train,267255$_$15,267255,15,184,31,48,False,-2.0,0,negative,negative,True,47,47,46,0,47,47,46,0,50,0,True,True
aligned,train,267255$_$16,267255,16,48,11,17,False,0.6666666865348816,2,positive,positive,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,267255$_$3,267255,3,42,9,13,False,0.0,1,neutral,neutral,True,12,12,11,0,12,12,11,0,50,0,True,True
aligned,train,267255$_$7,267255,7,326,59,50,False,-0.3333333432674408,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,267255$_$9,267255,9,70,13,19,False,-0.3333333432674408,0,negative,negative,True,18,18,17,0,18,18,17,0,50,0,True,True
aligned,train,267278$_$1,267278,1,52,10,16,False,0.0,1,neutral,neutral,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,267278$_$4,267278,4,29,5,12,False,2.3333332538604736,2,positive,positive,True,11,11,10,0,11,11,10,0,50,0,True,True
aligned,train,267278$_$9,267278,9,129,23,26,False,1.3333333730697632,2,positive,positive,True,25,25,24,0,25,25,24,0,50,0,True,True
aligned,train,267278$_$11,267278,11,34,7,11,False,-1.0,0,negative,negative,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,267278$_$14,267278,14,56,12,17,False,-0.6666666865348816,0,negative,negative,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,267278$_$19,267278,19,57,10,14,False,-2.3333332538604736,0,negative,negative,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,267799$_$2,267799,2,46,10,16,False,-2.0,0,negative,negative,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,267799$_$6,267799,6,125,25,30,False,2.0,2,positive,positive,True,29,29,28,0,29,29,28,0,50,0,True,True
aligned,train,268836$_$2,268836,2,59,11,19,False,-2.6666667461395264,0,negative,negative,True,18,18,17,0,18,18,17,0,50,0,True,True
aligned,train,268836$_$7,268836,7,38,6,11,False,0.3333333432674408,2,positive,positive,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,268836$_$6,268836,6,1,1,3,False,0.0,1,neutral,neutral,True,2,2,1,0,0,0,0,0,50,0,True,True
aligned,train,268836$_$12,268836,12,12,3,5,False,0.0,1,neutral,neutral,True,4,4,3,0,3,3,2,0,50,0,True,True
aligned,train,268836$_$15,268836,15,72,14,19,False,-0.3333333432674408,0,negative,negative,True,18,18,17,0,18,18,17,0,50,0,True,True
aligned,train,268836$_$18,268836,18,61,14,16,False,0.0,1,neutral,neutral,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,268836$_$34,268836,34,57,11,15,False,-1.0,0,negative,negative,True,14,14,13,0,14,14,13,0,50,0,True,True
aligned,train,270416$_$11,270416,11,131,28,39,False,-2.0,0,negative,negative,True,38,38,37,0,38,38,37,0,50,0,True,True
aligned,train,270416$_$13,270416,13,97,18,30,False,-1.6666666269302368,0,negative,negative,True,29,29,28,0,29,29,28,0,50,0,True,True
aligned,train,270444$_$5,270444,5,91,15,26,False,-1.6666666269302368,0,negative,negative,True,25,25,24,0,25,25,24,0,50,0,True,True
aligned,train,270449$_$10,270449,10,36,8,16,False,-2.0,0,negative,negative,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,270449$_$4,270449,4,46,10,15,False,-1.6666666269302368,0,negative,negative,True,14,14,13,0,14,14,13,0,50,0,True,True
aligned,train,270628$_$24,270628,24,134,27,32,False,-2.0,0,negative,negative,True,31,31,30,0,31,31,30,0,50,0,True,True
aligned,train,270628$_$26,270628,26,124,23,35,False,0.6666666865348816,2,positive,positive,True,34,34,33,0,34,34,33,0,50,0,True,True
aligned,train,270628$_$21,270628,21,181,36,48,False,0.3333333432674408,2,positive,positive,True,47,47,46,0,47,47,46,0,50,0,True,True
aligned,train,270628$_$22,270628,22,59,10,18,False,-0.6666666865348816,0,negative,negative,True,17,17,16,0,17,17,16,0,50,0,True,True
aligned,train,270628$_$0,270628,0,11,2,6,False,0.0,1,neutral,neutral,True,5,5,4,0,5,5,4,0,50,0,True,True
aligned,train,270628$_$14,270628,14,49,9,14,False,-1.6666666269302368,0,negative,negative,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,270665$_$25,270665,25,135,28,34,False,-2.3333332538604736,0,negative,negative,True,33,33,32,0,33,33,32,0,50,0,True,True
aligned,train,270665$_$20,270665,20,62,13,17,False,0.0,1,neutral,neutral,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,270665$_$22,270665,22,39,8,10,False,-1.0,0,negative,negative,True,9,9,8,0,9,9,8,0,50,0,True,True
aligned,train,270665$_$0,270665,0,127,24,33,False,0.0,1,neutral,neutral,True,32,32,31,0,32,32,31,0,50,0,True,True
aligned,train,270665$_$6,270665,6,158,31,40,False,-0.3333333432674408,0,negative,negative,True,39,39,38,0,39,39,38,0,50,0,True,True
aligned,train,270665$_$9,270665,9,38,7,11,False,-0.3333333432674408,0,negative,negative,True,10,10,9,0,10,10,9,0,50,0,True,True
aligned,train,270665$_$13,270665,13,28,4,8,False,-2.0,0,negative,negative,True,7,7,6,0,7,7,6,0,50,0,True,True
aligned,train,270956$_$3,270956,3,71,15,22,False,-2.6666667461395264,0,negative,negative,True,21,21,20,0,21,21,20,0,50,0,True,True
aligned,train,270956$_$9,270956,9,72,19,27,False,-2.0,0,negative,negative,True,26,26,25,0,26,26,25,0,50,0,True,True
aligned,train,270956$_$8,270956,8,39,10,14,False,-2.0,0,negative,negative,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,271366$_$26,271366,26,147,31,39,False,-1.6666666269302368,0,negative,negative,True,38,38,37,0,38,38,37,0,50,0,True,True
aligned,train,271366$_$21,271366,21,271,52,50,False,-1.6666666269302368,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,271366$_$41,271366,41,29,7,9,False,-2.6666667461395264,0,negative,negative,True,8,8,7,0,2,2,1,0,50,0,True,True
aligned,train,271366$_$3,271366,3,32,6,8,False,-3.0,0,negative,negative,True,7,7,6,0,7,7,6,0,50,0,True,True
aligned,train,271366$_$5,271366,5,66,12,16,False,-1.6666666269302368,0,negative,negative,True,15,15,14,0,14,14,13,0,50,0,True,True
aligned,train,271366$_$7,271366,7,68,13,20,False,-2.0,0,negative,negative,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,271366$_$38,271366,38,58,11,22,False,1.0,2,positive,positive,True,21,21,20,0,21,21,13,7,50,0,True,True
aligned,train,271366$_$13,271366,13,19,3,8,False,-2.0,0,negative,negative,True,7,7,6,0,7,7,6,0,50,0,True,True
aligned,train,271366$_$17,271366,17,37,6,15,False,-2.6666667461395264,0,negative,negative,True,14,14,13,0,14,14,13,0,50,0,True,True
aligned,train,271366$_$35,271366,35,209,43,50,False,-0.6666666865348816,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,271366$_$34,271366,34,65,13,19,False,-1.0,0,negative,negative,True,18,18,17,0,18,18,17,0,50,0,True,True
aligned,train,271594$_$24,271594,24,25,5,9,False,-0.6666666865348816,0,negative,negative,True,8,8,7,0,8,8,7,0,50,0,True,True
aligned,train,271594$_$23,271594,23,48,10,17,False,-0.3333333432674408,0,negative,negative,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,271594$_$37,271594,37,15,4,8,False,-1.6666666269302368,0,negative,negative,True,7,7,6,0,7,7,6,0,50,0,True,True
aligned,train,271594$_$34,271594,34,58,11,16,False,-3.0,0,negative,negative,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,271598$_$28,271598,28,49,10,14,False,-2.0,0,negative,negative,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,271598$_$10,271598,10,4,1,3,False,0.0,1,neutral,neutral,True,2,2,1,0,2,2,1,0,50,0,True,True
aligned,train,271598$_$13,271598,13,37,7,9,False,0.0,1,neutral,neutral,True,8,8,7,0,8,8,7,0,50,0,True,True
aligned,train,271598$_$17,271598,17,82,15,18,False,-2.0,0,negative,negative,True,17,17,16,0,17,17,16,0,50,0,True,True
aligned,train,271598$_$16,271598,16,153,26,37,False,-0.3333333432674408,0,negative,negative,True,36,36,35,0,36,36,35,0,50,0,True,True
aligned,train,272375$_$11,272375,11,130,22,35,False,-0.3333333432674408,0,negative,negative,True,34,34,33,0,34,34,33,0,50,0,True,True
aligned,train,272375$_$18,272375,18,55,12,16,False,-1.3333333730697632,0,negative,negative,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,272375$_$0,272375,0,45,9,12,False,0.0,1,neutral,neutral,True,11,11,10,0,11,11,10,0,50,0,True,True
aligned,train,273171$_$15,273171,15,125,27,35,False,0.3333333432674408,2,positive,positive,True,34,34,33,0,34,34,33,0,50,0,True,True
aligned,train,273171$_$1,273171,1,61,12,15,False,0.3333333432674408,2,positive,positive,True,14,14,13,0,14,14,13,0,50,0,True,True
aligned,train,273237$_$23,273237,23,284,45,50,False,-2.6666667461395264,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,273237$_$1,273237,1,50,8,15,False,-2.6666667461395264,0,negative,negative,True,14,14,13,0,9,9,8,0,50,0,True,True
aligned,train,273237$_$3,273237,3,224,43,49,False,-2.0,0,negative,negative,True,48,48,47,0,48,48,47,0,50,0,True,True
aligned,train,273237$_$11,273237,11,21,4,8,False,0.0,1,neutral,neutral,True,7,7,6,0,7,7,6,0,50,0,True,True
aligned,train,273237$_$13,273237,13,111,23,32,False,-2.0,0,negative,negative,True,31,31,30,0,31,31,30,0,50,0,True,True
aligned,train,273237$_$12,273237,12,150,29,41,False,-3.0,0,negative,negative,True,40,40,39,0,40,40,39,0,50,0,True,True
aligned,train,273237$_$14,273237,14,137,28,33,False,-2.3333332538604736,0,negative,negative,True,32,32,31,0,32,32,31,0,50,0,True,True
aligned,train,273237$_$17,273237,17,93,18,22,False,-2.6666667461395264,0,negative,negative,True,21,21,20,0,21,21,20,0,50,0,True,True
aligned,train,273314$_$1,273314,1,208,42,50,False,0.3333333432674408,2,positive,positive,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,273314$_$4,273314,4,44,12,14,False,-0.3333333432674408,0,negative,negative,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,273531$_$2,273531,2,84,16,21,False,-0.6666666865348816,0,negative,negative,True,20,20,19,0,20,20,19,0,50,0,True,True
aligned,train,273531$_$7,273531,7,59,10,16,False,-0.3333333432674408,0,negative,negative,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,273531$_$10,273531,10,237,43,50,False,-2.0,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,273531$_$19,273531,19,87,16,20,False,-1.6666666269302368,0,negative,negative,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,274219$_$11,274219,11,93,16,29,False,-1.0,0,negative,negative,True,28,28,27,0,28,28,27,0,50,0,True,True
aligned,train,274219$_$3,274219,3,24,6,8,False,0.3333333432674408,2,positive,positive,True,7,7,6,0,7,7,6,0,50,0,True,True
aligned,train,274219$_$2,274219,2,138,23,50,False,0.0,1,neutral,neutral,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,274219$_$4,274219,4,64,10,15,False,-2.0,0,negative,negative,True,14,14,13,0,14,14,13,0,50,0,True,True
aligned,train,275248$_$0,275248,0,1257,242,50,False,-2.0,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,275620$_$3,275620,3,103,19,27,False,2.6666667461395264,2,positive,positive,True,26,26,25,0,26,26,20,5,50,0,True,True
aligned,train,275620$_$4,275620,4,24,6,8,False,1.6666666269302368,2,positive,positive,True,7,7,6,0,7,7,6,0,50,0,True,True
aligned,train,275620$_$12,275620,12,68,15,19,False,-0.6666666865348816,0,negative,negative,True,18,18,17,0,0,0,0,0,50,0,True,True
aligned,train,275620$_$19,275620,19,64,11,15,False,0.6666666865348816,2,positive,positive,True,14,14,13,0,14,14,10,3,50,0,True,True
aligned,train,276217$_$24,276217,24,64,12,17,False,0.0,1,neutral,neutral,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,276217$_$22,276217,22,24,5,9,False,0.0,1,neutral,neutral,True,8,8,7,0,8,8,7,0,50,0,True,True
aligned,train,276217$_$6,276217,6,47,10,12,False,0.0,1,neutral,neutral,True,11,11,10,0,11,11,10,0,50,0,True,True
aligned,train,276217$_$9,276217,9,48,10,17,False,0.0,1,neutral,neutral,True,16,16,15,0,16,16,15,0,50,0,True,True
aligned,train,276217$_$38,276217,38,86,15,24,False,-0.3333333432674408,0,negative,negative,True,23,23,22,0,23,23,22,0,50,0,True,True
aligned,train,276217$_$12,276217,12,97,20,25,False,0.0,1,neutral,neutral,True,24,24,23,0,24,24,23,0,50,0,True,True
aligned,train,276217$_$32,276217,32,49,8,14,False,-1.6666666269302368,0,negative,negative,True,13,13,12,0,13,13,12,0,50,0,True,True
aligned,train,276217$_$36,276217,36,69,14,20,False,-0.6666666865348816,0,negative,negative,True,19,19,18,0,19,19,18,0,50,0,True,True
aligned,train,276217$_$19,276217,19,39,9,16,False,0.6666666865348816,2,positive,positive,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,276217$_$18,276217,18,31,6,12,False,0.0,1,neutral,neutral,True,11,11,10,0,11,11,10,0,50,0,True,True
aligned,train,27798$_$11,27798,11,56,12,16,False,-2.3333332538604736,0,negative,negative,True,15,15,14,0,15,15,14,0,50,0,True,True
aligned,train,27798$_$12,27798,12,213,41,50,False,-1.3333333730697632,0,negative,negative,True,49,49,48,0,49,49,48,0,50,0,True,True
aligned,train,27798$_$15,27798,15,52,11,17,False,-2.0,0,negative,negative,True,16,16,15,0,16,16,15,0,50,0,True,True
