version,split,id,video_id,clip_id,raw_text,text_char_len,text_word_len
unaligned,train,234053$_$26,234053,26,Do not forget those words,25,5
unaligned,train,234053$_$21,234053,21,There's sexual stuff going on,29,5
unaligned,train,234053$_$1,234053,1,Tonight I'm going to be reviewing the DVD three hundred,55,10
unaligned,train,234053$_$11,234053,11,"They're going to tell you why they don't have those scenes in the movie, why they made the scenes originally, but didn't end up putting them in the movie",153,29
unaligned,train,234053$_$17,234053,17,This movie is rated R,21,5
unaligned,train,234053$_$19,234053,19,Not stuff you're going to want your kids seeing,47,9
unaligned,train,234053$_$18,234053,18,It's got some graphic battle sequences throughout and some sexuality and nudity,79,12
unaligned,train,234587$_$2,234587,2,This is the (uhh) special edition DVD here that I am reviewing tonight,70,13
unaligned,train,234587$_$5,234587,5,"It is rated R, it's a very disturbing movie, not anything you want to let your kids see",87,18
unaligned,train,234587$_$11,234587,11,"We have a brand new inside the labyrinth documentary including all the interviews with the cast, featuring Anthony Hopkins, Jodie Foster, and more",146,23
unaligned,train,234587$_$14,234587,14,"I keep mine right here inside the DVD, I don't want to lose my (stutter) collectible booklet",92,17
unaligned,train,234587$_$16,234587,16,"We also have teaser trailers, TV spots and more",47,9
unaligned,train,234587$_$19,234587,19,"It keeps you on the edge of your seat, you never know what's gonna happen next",78,16
unaligned,train,236399$_$4,236399,4,(umm) Especially with Cedric the Entertainer,44,6
unaligned,train,236696$_$7,236696,7,(uhh) It's terrible,19,3
unaligned,train,238023$_$22,238023,22,"Part of it was (umm) the lead, James Van Der Beek, (umm) who plays Patrick Bateman's (uhh) brother",98,18
unaligned,train,238023$_$1,238023,1,I'm Liz and I'm here to talk to you about The Rules of Attraction,65,14
unaligned,train,238023$_$37,238023,37,"(umm) This, this (stutter) just really (uhh) I just, I beg you don't go into it like I did, thinking Oh I loved American Psycho, I'm gonna love this",148,29
unaligned,train,238039$_$6,238039,6,"He (uhh) is the voice of, (uhh) is Jerry Seinfeld",49,10
unaligned,train,238060$_$13,238060,13,"Second of all (umm) (uhh) Jennifer Marsh, or Diane Lane, comes across a website of I believe it was called (uhh) kill with me dot com and it actually shows a starving cat",170,33
unaligned,train,238060$_$18,238060,18,"Some people gave it a two, a few people were generous with a one, some people even dared put down one and a half, I'm not even gonna give it a twinkle",150,32
unaligned,train,238060$_$5,238060,5,"Welcome to the agents of cyberspace, where (uhh) Diane Lane who is a special investigator for the FBI",101,18
unaligned,train,238060$_$7,238060,7,"They come across a very (uhh) terrible website where a predator actually kills his victims and it's up to the (uhh) audience, or the people that work with him on the internet because the more hits he gets (uhh) by people watching the crimes, the faster the people die",267,49
unaligned,train,238100$_$3,238100,3,"(umm) The, this movie is pretty much a waste of time",52,11
unaligned,train,238645$_$20,238645,20,"(umm) We have Fred Ward, Anna Nichole Smith, as I said, (umm) O",63,13
unaligned,train,238645$_$23,238645,23,"(umm) It's just not a movie I would (uhh) spend my five dollars on, basically",77,15
unaligned,train,238645$_$0,238645,0,"Hi, Expo",8,2
unaligned,train,238645$_$6,238645,6,It is a final insult,20,5
unaligned,train,238645$_$8,238645,8,"This one, I hated even worse",28,6
unaligned,train,238889$_$2,238889,2,"Now these movies, they seem to, (stutter) like they're not really gonna stand the test of time",94,17
unaligned,train,238889$_$5,238889,5,And (uhh) unfortunately you know that's the case,48,8
unaligned,train,238889$_$4,238889,4,"And (uhh) yeah, no one's really going to think it's is the best movie of all time",81,17
unaligned,train,238889$_$6,238889,6,(uhh) Some people might wanna check it out for like (uhh) a popcorn kind of flick,81,16
unaligned,train,239235$_$11,239235,11,And (uhh) But really the best part is the classic Beauty and the Beast movie,76,15
unaligned,train,239235$_$13,239235,13,It's wonderful animation and the cutest characters and (uhh) really really good music,85,13
unaligned,train,239235$_$1,239235,1,(uhh) This is the special edition two disc platinum edition,59,10
unaligned,train,239235$_$4,239235,4,"(uhh) They all love it, even my seven year old still really liked it",68,14
unaligned,train,239235$_$8,239235,8,There's never before released behind the scenes footage,55,8
unaligned,train,239572$_$2,239572,2,"(umm) Basically the title says underdog, the movie was about a canine who had an accident in a lab with (umm) a doctor (uhh) a mad scientist, and end up getting the ability to talk and have the ability to have all these great superpowers",237,45
unaligned,train,239572$_$4,239572,4,Basically the dog had it,24,5
unaligned,train,23YlZoucbyM$_$4,23YlZoucbyM,4,"You'll go onto any Christian Website and you'll have somebody who is ready to fight, ""Oh, what are your thoughts about flat earth",129,23
unaligned,train,240915$_$1,240915,1,"This is supposed to be a very romantic comedy, but I find it to be ridiculous and stupid",88,18
unaligned,train,240915$_$2,240915,2,"(umm) Don't rent this or buy it or ever watch it, ever, ever, ever, because it's dumb",85,17
unaligned,train,240915$_$8,240915,8,And then he finds that he really does love her,46,10
unaligned,train,241164$_$10,241164,10,"(umm) It has an exclusive message from Steven Spielberg, he's the director of this film, and (uhh) they have the cast and filmmakers bios",137,24
unaligned,train,241164$_$1,241164,1,(umm) It's starring Tom Hanks and it's winner of five Academy Awards,68,12
unaligned,train,241164$_$0,241164,0,"Hi, I'm Valerie, and today I'll be reviewing the film Saving Private Ryan",73,13
unaligned,train,241164$_$9,241164,9,(umm) It even has a some special features,41,8
unaligned,train,241172$_$3,241172,3,(uhh) This is origin (stutter) (uhh) basically (uhh) movie release in Japan (uhh) in two-thousand-three and this is a remake (umm),130,21
unaligned,train,241172$_$7,241172,7,"I didn't like this movie much, so I'm going to give this movie like two out of five",83,18
unaligned,train,24202$_$10,24202,10,That's how bad I thought it was and (stutter) apparently other people thought it was too,88,16
unaligned,train,24202$_$5,24202,5,"The dialogues were horrible, performances were (stutter) awful if you ask me",76,12
unaligned,train,24202$_$4,24202,4,(umm) It was just a mess,24,6
unaligned,train,24202$_$9,24202,9,"So you know, even little kids with parents were leaving this movie",66,12
unaligned,train,243338$_$20,243338,20,I don't even know what I was saying when it was a decent movie,62,14
unaligned,train,243338$_$21,243338,21,It's really stupid,18,3
unaligned,train,243338$_$22,243338,22,"In fact just thinking about it just makes me mad because I went to go see it and Vince Vaughn really disappointed me and I hope his next movie's not like that cause if his next movie's like that, I'm gonna be disappointed and his Wild Wild West show just came out recently and I'm not gonna go see it because of that",316,63
unaligned,train,243338$_$9,243338,9,"I mean, it's not the worst movie I've ever seen but it is it is (stutter) not that great of a movie at all",106,24
unaligned,train,243341$_$23,243341,23,What can I say I mean that's really about it,44,10
unaligned,train,243341$_$2,243341,2,"Somebody kill me now, who keeps making these movies? Seriously",62,10
unaligned,train,243341$_$7,243341,7,"Don't go see it, it's not worth it",34,8
unaligned,train,243341$_$10,243341,10,"Seriously it's terrible, it is terrible",39,6
unaligned,train,243341$_$14,243341,14,"But they had to be, call it, they had to call it Meet the Spartans because every movie did so bad",97,21
unaligned,train,244180$_$20,244180,20,"So, I guess it has those things going for it but, overall I was definitely not impressed (umm) and I really wouldn't recommend it",129,24
unaligned,train,244180$_$4,244180,4,It really doesn't do the book justice at all,44,9
unaligned,train,244180$_$19,244180,19,And they did pretty good special effects with the demons and things like that,77,14
unaligned,train,244180$_$18,244180,18,She did a decent job,20,5
unaligned,train,244261$_$24,244261,24,Some big names in it as well,28,7
unaligned,train,244261$_$20,244261,20,"{movie} Okay, well, yeah seriously you got to check this movie out, five out of five stars",90,17
unaligned,train,244261$_$4,244261,4,"(umm) It's a good movie, it's really weird and twisted but it's a great movie",77,15
unaligned,train,244261$_$7,244261,7,And he doesn't believe in em cause nothing ever happens to him,62,12
unaligned,train,244261$_$12,244261,12,"So he (umm) hears about this (uhh) hotel in New York that like anyone that stays there, like they closed it down because people always die when they they're (stutter) in it even for like a few minutes, so (umm) cause it just makes them insane and stuff like that",262,50
unaligned,train,244261$_$14,244261,14,I don't want to give away too much but definitely check out Fourteen-oh-eight,77,13
unaligned,train,244623$_$4,244623,4,(umm) But yeah,14,3
unaligned,train,244623$_$9,244623,9,Pretty cheesy,13,2
unaligned,train,244623$_$11,244623,11,(uhh) The acting's okay but the snakes are so ridiculously fake,63,11
unaligned,train,244623$_$17,244623,17,"So yeah it's it's (stutter) pretty adventurous and (umm) Yeah, so I don't know, It's a little different",103,18
unaligned,train,244623$_$37,244623,37,So two out of five,18,5
unaligned,train,244817$_$2,244817,2,Johnny Depp seems to like to do these weird characters and just weird movies,76,14
unaligned,train,244817$_$5,244817,5,(uhh) It it's (stutter) kind of an unusual movie in the fact that it's a musical,80,16
unaligned,train,244817$_$9,244817,9,"But it just, the movie didn't do it for me and (uhh) I certainly would not waste my money going to see it in the theater",120,26
unaligned,train,245243$_$4,245243,4,"So you get a sense of how long this is going on, even though you see maybe fifteen (uhh) versions of the day throughout the movie he's stuck in it much longer so you get a much greater sense of it",196,41
unaligned,train,245276$_$2,245276,2,It's like don't watch it,24,5
unaligned,train,245276$_$4,245276,4,I don't know why they made it,29,7
unaligned,train,245276$_$7,245276,7,But why would you want to watch any of that when the movie is absolutely horrible,81,16
unaligned,train,245497$_$1,245497,1,"Now this is the sequel to the movie Alien Versus Predator which came out a couple years ago and when I watched that movie I was kind of excited because I'm a fan of the Alien movies and the Predator movies and I was very disappointed by that, so I'm not sure why I watched the second one but I was still surprisingly even more disappointed",339,66
unaligned,train,245497$_$2,245497,2,(umm) It does include the characters the Aliens from the Alien movies and the Predator from the Predators movies but once again it's just pointless seeming,155,26
unaligned,train,245497$_$4,245497,4,"It was rated R, (umm) compared to the last one which was rated only PG-thirteen and it had a lot more blood",107,22
unaligned,train,247382$_$1,247382,1,I'm Chris and this is a review of the DVD for the movie The Hulk,64,15
unaligned,train,247382$_$2,247382,2,(uhh) This movie came out a couple of years ago and I have to say that it wasn't at all what I expected and I was a little bit (uhh) disappointed with this movie,161,34
unaligned,train,247382$_$6,247382,6,"(umm) He's definitely (uhh) larger, larger than life type of superhero slash monster",84,13
unaligned,train,247382$_$9,247382,9,Although Nick Nolety is in this movie,37,7
unaligned,train,247382$_$11,247382,11,"{clears throat} (uhh) Sam Elliot is in this, (uhh) he's always good and Jennifer Connely is in it as well",105,20
unaligned,train,247382$_$13,247382,13,(umm) He's not really a well-known actor that they got to play the (stutter) lead character here,96,17
unaligned,train,247382$_$14,247382,14,"It's directed by Ang Lee, an excellent director (umm) of (uhh) comic book type movies",85,15
unaligned,train,248837$_$12,248837,12,"I didn't like it but I'll let, everyone has their own opinion so",64,13
unaligned,train,248837$_$6,248837,6,"I mean, I don't know",20,5
unaligned,train,24xayGF5yYA$_$24,24xayGF5yYA,24,"It's not, ""leave me a comment, like this video, check out the checklist, here's my twitter handle, let me spell my email address for you"" I don't know what I was thinking",170,32
unaligned,train,24xayGF5yYA$_$26,24xayGF5yYA,26,Amy's videos are all about giving value and that is absolutely something that I try to emulate in my videos for you guys,120,23
unaligned,train,24xayGF5yYA$_$3,24xayGF5yYA,3,That's her right there,22,4
unaligned,train,24xayGF5yYA$_$2,24xayGF5yYA,2,"And to do that I have to tell you about one of my YouTube mentors, Amy Schmittauer",82,17
unaligned,train,24xayGF5yYA$_$10,24xayGF5yYA,10,She was out there providing value and showing her expertise in a way that was truly helpful for what I needed so I became a fan immediately,139,27
unaligned,train,24xayGF5yYA$_$15,24xayGF5yYA,15,So there's not all this extra fluff in her videos,49,10
unaligned,train,24xayGF5yYA$_$16,24xayGF5yYA,16,"Oh, and look, there it is right there on page 87, it's Amy's Authority Video Formula all about how to do a YouTube video",120,24
unaligned,train,250430$_$11,250430,11,"(umm) Maybe a couple good spots, but not worth the (uhh) ticket price",69,13
unaligned,train,250430$_$10,250430,10,(uhh) This just just was a bad movie,36,8
unaligned,train,250430$_$6,250430,6,"(umm) It just keeps, you get tired of it kind of keep repeating itself to see these different vantage points",108,20
unaligned,train,251417$_$1,251417,1,"This movie was, it was okay",27,6
unaligned,train,251417$_$0,251417,0,I am reviewing Stephen King's The Mist and it's now currently playing in theaters,81,14
unaligned,train,251646$_$13,251646,13,"If you're in the mood for a light comedy, if there's nothing else playing at the theater",88,17
unaligned,train,251646$_$2,251646,2,"It stars Ted Danson, Queen Latifah, and (uhh) Diane Keaton",58,10
unaligned,train,251646$_$4,251646,4,It's sort of like an adult contemporary comedy,46,8
unaligned,train,251646$_$7,251646,7,"And they're plotting to steal (uhh) this money that's going to be destroyed by the national reserve cause (stutter) of course the national reserve controls the money and, you know, sometimes money just has to be destroyed",221,37
unaligned,train,251826$_$6,251826,6,So (uhh) it's just coming down the turnpike,43,8
unaligned,train,251839$_$13,251839,13,She's supposed to be the gorgeous girl that a school mate has had a (stutter) long-time crush on,96,18
unaligned,train,252177$_$2,252177,2,(umm) This is just a great movie,32,7
unaligned,train,252177$_$4,252177,4,I (umm) it's about this guy called Nate who is (umm) Who is (uhh) who has liked this girl since he was a little boy and he's had a lot of other girlfriends but he's finally realized that Paris Hilton is the one for him,218,45
unaligned,train,252177$_$9,252177,9,I don't think you should watch it,33,7
unaligned,train,25271$_$10,25271,10,It's like a surveillance camera on a spaceship,46,8
unaligned,train,25271$_$0,25271,0,Hi I'm Jesse and (uhh) today I'm going to talk to you for just a brief moment about Stanley Kubrick's two thousand one A space Odyssey,134,26
unaligned,train,254298$_$14,254298,14,(umm) The girl wasn't even like that attractive,47,8
unaligned,train,254298$_$0,254298,0,Ten thousand B,14,3
unaligned,train,254298$_$2,254298,2,"(umm) I'm not sure what I miss more, the five dollars I spent to go see it or the two hours I spent watching it",111,25
unaligned,train,25522$_$0,25522,0,Right now I'm going to be reviewing The Descent,47,9
unaligned,train,25522$_$3,25522,3,This year they decide to go exploring some (uhh) underground caves and (uhh) they get lost due to a cave in and proceed to be attacked by some weird kind of creatures,166,32
unaligned,train,25522$_$5,25522,5,"There's a little twist at the end, which I didn't really care for and had a little trouble understanding and seemed a little disjointed there at the very end",157,29
unaligned,train,255224$_$1,255224,1,"(umm) Ever since the American Pie movies came out around ten years ago (uhh) people have been coming up with movies like Road Trip and College Road Trip, all this type of (uhh) different stuff",192,35
unaligned,train,255224$_$5,255224,5,(umm) I would say I can't really think of anybody that might (uhh) enjoy the movie,82,16
unaligned,train,255224$_$9,255224,9,"(uhh) It's kind of sad but, you know, you probably thought a year or two ago when you saw (uhh), if you did see, Wild Hogs you'd probably think ""well wow, he can't get any lower"" but he actually did",198,40
unaligned,train,255224$_$8,255224,8,(umm) I definitely think Martin Lawrence needs to go back to some other funny things,84,15
unaligned,train,255226$_$5,255226,5,"But basically in it, you have (umm) Eva Longoria Parker, from Desperate Housewives, and she plays a bride that accidentally gets killed on her wedding day and (uhh) her fiance slash husband from that wedding day is Paul Rudd",224,39
unaligned,train,255226$_$8,255226,8,"And, as you might expect, the psychic is an attractive female, because it is movieland, and he starts to fall in love with her",126,24
unaligned,train,255338$_$1,255338,1,I have a movie review called College Road Trip,46,9
unaligned,train,255338$_$2,255338,2,Came out March two thousand eight,33,6
unaligned,train,255338$_$5,255338,5,"It was directed by Roger Cumble and it's (uhh) about how (stutter) this high student which is (stutter) Raven from (stutter) That's So Raven (uhh) goes around the country to choose a college that she wants but her dad who's a cop but played by Martin Lawrence, (uhh) goes along with her to try and find the perfect college for her",330,61
unaligned,train,255338$_$7,255338,7,It's definitely directed towards like a younger generation cuz of like Raven was in it,86,15
unaligned,train,255338$_$8,255338,8,(uhh) But it was absolutely terrible,36,6
unaligned,train,255343$_$0,255343,0,"What's up Expo, I have a movie review for you, it's Step Up two the Streets",75,16
unaligned,train,255343$_$5,255343,5,"But this one it's just like, not that good",42,9
unaligned,train,255343$_$8,255343,8,(uhh) It really really wasn't that good,39,7
unaligned,train,255852$_$0,255852,0,Hello,5,1
unaligned,train,255852$_$6,255852,6,You you (stutter) want to like Will Ferrell but my reviews have to be mixed but negative,88,17
unaligned,train,255852$_$8,255852,8,As the price gets up there I have to be more and more picky about what I go to and this one I probably wouldn't go to again,123,28
unaligned,train,256174$_$6,256174,6,"Romantic comedy, about a woman who has been a bridesmaid twenty-seven times",75,12
unaligned,train,256935$_$0,256935,0,Hey Expo tv this is my video review of the movie ten thousand B,63,14
unaligned,train,256935$_$4,256935,4,"However, if you're like me and you use that to say, hey, let's go see ten thousand B",84,18
unaligned,train,256935$_$9,256935,9,It's about these like people just running around doing pointless stuff that you don't care about,96,16
unaligned,train,256935$_$10,256935,10,{cough} I would almost describe it as like a reality tv show from ten thousand B,80,16
unaligned,train,256976$_$12,256976,12,I would just wait for it to come out on a network television when it gets replayed three times for a weekend and then every other weekend for the rest of its life,162,33
unaligned,train,256976$_$2,256976,2,"Here and here's the movie ticket sideways, that's not a formality that's just for fun",85,15
unaligned,train,256976$_$4,256976,4,It's too much for me at this point if I see another Tyler Perry movie I'm never gonna go see it,95,21
unaligned,train,257045$_$11,257045,11,"But all in all, it seems like he's trying too hard",50,11
unaligned,train,257045$_$1,257045,1,I am here to review a movie that is currently in theaters called Tyler Perry's Meet the Browns,94,18
unaligned,train,257531$_$15,257531,15,"(umm) If it was purely (umm) (stutters) If it was purely historical, I think it would work",90,17
unaligned,train,257531$_$17,257531,17,"But as a movie, (umm) it definitely falls short",47,9
unaligned,train,257531$_$1,257531,1,Today I'm here to talk about the movie Blind Mountain,53,10
unaligned,train,257531$_$2,257531,2,(uhh) This movie's about something you rarely rarely hear about,63,10
unaligned,train,257771$_$15,257771,15,I'm going to give this a two out of five,40,10
unaligned,train,257771$_$0,257771,0,Hi I'm Tom and today I'm gonna be reviewing the movie ten thousand BC,69,14
unaligned,train,257771$_$3,257771,3,(umm) Okay this movie bothered me a lot just because it was really not historically accurate,92,16
unaligned,train,257771$_$8,257771,8,(umm) It's got a lot of really good action,42,9
unaligned,train,259260$_$26,259260,26,"Makes fun of all superhero movies, at least for the most part",61,12
unaligned,train,259260$_$20,259260,20,"I just had a few friends who wanted to see this, I'm like alright fine, I'll go",79,17
unaligned,train,259260$_$22,259260,22,Learn from my mistake,21,4
unaligned,train,259260$_$1,259260,1,Before I begin this is what I need to do,40,10
unaligned,train,259260$_$37,259260,37,Just wait for that long if you actually want to see this movie,62,13
unaligned,train,25t8nrkUfRY$_$1,25t8nrkUfRY,1,I just need to get an outfit so we're going to go shop around you can get it up serve a look serve a look shall I,113,27
unaligned,train,260011$_$20,260011,20,"I just, I wasn't feeling Out of Time",36,8
unaligned,train,260011$_$16,260011,16,(umm) It's a cop story,22,5
unaligned,train,260011$_$0,260011,0,What's up Expo,14,3
unaligned,train,260011$_$3,260011,3,I'm a huge Denzel fan,21,5
unaligned,train,261267$_$11,261267,11,"It's just, I mean it's a really fantasy movie, there's a lot of like weird stuff",80,16
unaligned,train,261267$_$12,261267,12,"I mean that's cool but Jodie Foster doesn't do a great job, you know, so the only good thing about the acting is Abigail Breslin",128,25
unaligned,train,261267$_$15,261267,15,"I mean if you have to see it go see it because your little kid might want to see it or something, or your little brother or sister",130,28
unaligned,train,261267$_$16,261267,16,But overall it's just really not worth seeing,45,8
unaligned,train,261267$_$19,261267,19,"So I mean if you if you (stutter) have to, go see it",52,13
unaligned,train,261267$_$18,261267,18,"If they're enthusiastic about seeing it take them because, I mean, maybe they might like it but you will have to sit through something that's really you're just like ""I do not want to be here""",192,36
unaligned,train,261267$_$2,261267,2,This movie was not,18,4
unaligned,train,261267$_$4,261267,4,That was the only good thing about the movie,44,9
unaligned,train,261267$_$8,261267,8,This one just it just didn't have that many elements,52,10
unaligned,train,261326$_$0,261326,0,Hi guys,7,2
unaligned,train,261326$_$3,261326,3,(uhh) This spoof movie is like (uhh) not that much interesting because (uhh) I don't like spoof movie that much but (uhh) I like the movies (uhh) Meet the Spartans but this movie doesn't (uhh) I I (stutter) don't like this movie much,233,43
unaligned,train,261900$_$24,261900,24,"And for her to be alone on this island is ridiculous without a father or a babysitter, anything",95,18
unaligned,train,261900$_$27,261900,27,"I mean, maybe the author would write back and say, you know, thanks for the letter, blah, blah, blah",100,19
unaligned,train,261900$_$7,261900,7,Nim is the main character of the movie,38,8
unaligned,train,261900$_$9,261900,9,(umm) They're kind of secluded from everybody,45,7
unaligned,train,261900$_$8,261900,8,"She is a little girl who lives on this island with her father, Gerard Butler",76,15
unaligned,train,261900$_$30,261900,30,(umm) So it's not very believable,33,6
unaligned,train,261900$_$36,261900,36,I would say the storm scene might be a little frightening for some younger kids,79,15
unaligned,train,261900$_$34,261900,34,There's a little bit of action,30,6
unaligned,train,261900$_$33,261900,33,"And if you have a daughter or a son who is probably under the age of ten, I think they'd love it because there's some imaginary creatures",137,27
unaligned,train,261902$_$0,261902,0,"Hey, ExpoTV",11,2
unaligned,train,261902$_$10,261902,10,And I was actually surprised to see how much she's grown up,59,12
unaligned,train,261902$_$15,261902,15,(uhh) One of the best parts of the movie is a scene where (umm) Martin Lawrence's character finds these coffee beans and he thinks they're drugs,144,26
unaligned,train,261902$_$18,261902,18,"And that was one of the funnier scenes of the movie, unfortunately",66,12
unaligned,train,262165$_$22,262165,22,It just has that feel to it,27,7
unaligned,train,262165$_$2,262165,2,This is Freejack,16,3
unaligned,train,262165$_$4,262165,4,(umm) I first heard of this movie (uhh) when a friend of mine in grade school decided to (uhh) rip off its storyline for a (uhh) short story that he had written (uhh) in grade school,182,36
unaligned,train,262165$_$7,262165,7,"And (uhh) (uhh) this movie storyline and his storyline are as follows: (uhh) Emilio Estevez plays a race car driver who (umm) just as he is about to die in a (uhh) horrible race car driving accident, he, his (stutter) body is snatched into the future, (uhh) thanks to (uhh) a billionaire Anthony Hopkins",303,54
unaligned,train,262165$_$6,262165,6,"And (uhh) as he was explaining this in front of the class, I thought to myself, huh, that sounds an awful lot like Freejack",123,24
unaligned,train,262165$_$8,262165,8,"And (umm) the reason Anthony Hopkins' character does that is so he can take his (uhh) mind and implant it into the body of Emilio Estevez's character, thus giving him eternal life or some nonsense",196,35
unaligned,train,262165$_$13,262165,13,"(uhh) Anthony Hopkins is in this movie very, very barely",56,10
unaligned,train,262165$_$15,262165,15,He communicates with Rene Russo's character (uhh) via a (uhh) telecommunications device,87,12
unaligned,train,262165$_$17,262165,17,And the backdrop is just some mad painting and it looks terrible,64,12
unaligned,train,262165$_$19,262165,19,"I honestly think that in, in (stutter) like the final third of the movie, or whatever, in the latter half of the movie, I actually think it's more like the final third or the final quarter, when he actually is in the same room with Emilio Estevez and Rene Russo",261,50
unaligned,train,262165$_$18,262165,18,"And (umm) he really, really, sincerely, honestly phoned in his performance",74,11
unaligned,train,264418$_$10,264418,10,"It it (stutter) just, the movie just went on and on",51,11
unaligned,train,264418$_$13,264418,13,There are better movies by Spielberg,36,6
unaligned,train,264418$_$15,264418,15,"But yeah, this was just (uhh)",29,6
unaligned,train,264418$_$4,264418,4,It was based on the (uhh) book Vengeance by George Jonas and (uhh) I really didn't like this movie that much,108,21
unaligned,train,264418$_$6,264418,6,"(umm) It's supposed to be about the (uhh) the toll that murder takes on, you know, normal people and (uhh) again, I I (stutter) like I just it didn't really surprise me that these people were experiencing regret that they were killing, you know, people even though those people themselves (uhh) may have deserved it",315,55
unaligned,train,264446$_$23,264446,23,"(umm) There is a little bit of race issue in this, too, because one of the guys is white and one of the guys is a minority",122,27
unaligned,train,264446$_$44,264446,44,Don't worry about seeing this in theater,40,7
unaligned,train,264446$_$43,264446,43,I'm only going to give this a one of five star,46,11
unaligned,train,264446$_$2,264446,2,"If you have an independent or unaffiliated theater near you, this is where you're going to find this movie",106,19
unaligned,train,264446$_$38,264446,38,"(uhh) I haven't seen any other movies with either of them in it, so I don't know what they're normally like",107,21
unaligned,train,264446$_$15,264446,15,It deals with a lot of homosexual issues (umm) in terms of acceptance and they try to deal with love in their own way and how the mainstream doesn't really accept that a lot of times,182,36
unaligned,train,264446$_$14,264446,14,(umm) The story is mostly about how they try to deal with being in a monogamous relationship (uhh) when the one guy kinda isn't very used to that,145,28
unaligned,train,265959$_$11,265959,11,"(uhh) I don't know where he got the idea for this, but it really is absolutely terrible",87,17
unaligned,train,265959$_$15,265959,15,Do not see this movie,21,5
unaligned,train,265959$_$16,265959,16,Please don't see it,19,4
unaligned,train,265959$_$0,265959,0,"What's up, ExpoTV? I saw a movie called Don't You Don't Mess With the Zohan",75,15
unaligned,train,265959$_$2,265959,2,"And (uhh) you really don't want to even mess with this movie, to be completely honest",85,16
unaligned,train,265959$_$5,265959,5,"(uhh) It's supposed to be, like, one of those, like, I guess outrageously funny movies, and it really, like, wasn't",115,20
unaligned,train,265959$_$7,265959,7,"(uhh) Like that trailer (uhh) he kicks people really weird that's, like, not realistic, like, he's supposed to be, like, this super super (stutter) agent, super hair stylist",173,28
unaligned,train,265959$_$9,265959,9,"I I (stutter) thought that, like, Adam Sandler was starting to make better movies, but, like, he's definitely gotten worse and worse",132,22
unaligned,train,266366$_$14,266366,14,"Like you can tell its, its (stutter) computer animated and it's really bad",74,13
unaligned,train,266366$_$16,266366,16,It was really disappointing,27,4
unaligned,train,266366$_$1,266366,1,(uhh) Today I am reviewing the movie Incredible Hulk which is currently playing in theaters nationwide,102,16
unaligned,train,266366$_$0,266366,0,Hi,2,1
unaligned,train,266366$_$7,266366,7,"And (uhh) out of whatever less than two hours movie, only ten minutes is when you know the hulk is actually on the screen, the rest, it's this guy planning how to, kind of you know, get away, cure himself (uhh) from being the hulk because that's basically his heart rate goes up and he turns into the hulk",305,59
unaligned,train,266366$_$8,266366,8,"(uhh) Another thing that the trailers showed was was (stutter) another guy, (umm) you know the size of hulk and looked really evil and I waited pretty much the entire movie for this guy to show up and he just showed up for the last ten, fifteen minutes and I I (stutter) pretty much slept in the movie you know",310,60
unaligned,train,266396$_$55,266396,55,It wasn't realistic at all,26,5
unaligned,train,266396$_$82,266396,82,Not after this movie,20,4
unaligned,train,266396$_$80,266396,80,And I am an M,13,5
unaligned,train,266396$_$87,266396,87,"Like I said, I did",18,5
unaligned,train,266396$_$85,266396,85,"And that's, that's (stutter) completely honest",46,6
unaligned,train,266396$_$33,266396,33,"And I'm sorry, Santa",20,4
unaligned,train,266396$_$91,266396,91,I can't say anything good about it,34,7
unaligned,train,266396$_$93,266396,93,It is laughable,15,3
unaligned,train,266396$_$10,266396,10,And I think that's the way it's going to be,43,10
unaligned,train,266396$_$18,266396,18,"Now, I have to make this review kind of short",45,10
unaligned,train,266396$_$44,266396,44,"(umm) The storyline and the way it was written, like I said, the idea was good, but M",85,18
unaligned,train,266396$_$45,266396,45,"Night Shyamalan, take a break",29,5
unaligned,train,266396$_$43,266396,43,"Your dialog, delivery, and everything about what you did, everything, everything about what you did was absolutely terrible",123,18
unaligned,train,266396$_$74,266396,74,"And then, he doesn't play this character at all",47,9
unaligned,train,266852$_$25,266852,25,So and in the first scene they have shown that something is happening to the city,81,16
unaligned,train,266852$_$20,266852,20,"(umm) So this movie (umm) like, I do not want to disclose the suspense but there is a bit of suspense in this movie (umm) that this, only this guy was saved just from the whole northeast coast just so the guy was like",217,44
unaligned,train,266852$_$2,266852,2,(umm) This movie just released this week and it's been directed by M,68,13
unaligned,train,266852$_$13,266852,13,So in this movie (umm) the main leading character a science teacher played by Eric Moore (umm) the character Erik Moore is being playing by Mark Wahlberg,153,27
unaligned,train,266938$_$42,266938,42,Don't even waste renting it on DVD,34,7
unaligned,train,266938$_$43,266938,43,"If it comes on cable, see it then",33,8
unaligned,train,266938$_$23,266938,23,"They're just running away from wind because it's carrying, well there's actually no real (stutter) explanation really but they think the trees are trying to poison them because it makes the part of their brain, some chemical part in their brain shut off (umm) so they all kill themselves",287,49
unaligned,train,266938$_$25,266938,25,"Night Shyamalan really wanted to do was make a movie where he could just have people kill themselves in the most creative ways possible, because that's all this was",164,29
unaligned,train,266938$_$20,266938,20,It's people running away from wind,34,6
unaligned,train,266938$_$49,266938,49,He must have a stroke or something between films because this is just so bad I don't know why he thought this would be a good idea,130,27
unaligned,train,266938$_$29,266938,29,"I mean even in one part an old lady's like, you're gonna kill me in my sleep and he's like, what, no",100,22
unaligned,train,266938$_$0,266938,0,"Hey Expo TV, today I'm reviewing The Happening",46,8
