video_id,clip_id,text,label,annotation,mode,id,polarity_from_regression,annotation_norm
291121,7,"(umm) In the novels Becky Bloomwood is, you know, I think that her character is a little bit smarter but in this movie she comes off as very dumb",-0.3333333432674408,Negative,train,291121$_$7,negative,negative
292277,10,I probably wouldn't (stutter) recommend it renting it either when it comes out on DVD,-2.3333332538604736,Negative,train,292277$_$10,negative,negative
292277,2,I watched it about a week ago in theaters and it was so boring,-2.3333332538604736,Negative,train,292277$_$2,negative,negative
292277,5,(umm) That's the main plot line,-0.3333333432674408,Negative,train,292277$_$5,negative,negative
292277,4,(umm) He basically is a detective or works for the law and is looking for this person and these people that are in charge of a bank that (umm) supposedly trying to kill people and murder people and get away with it,0.0,Neutral,train,292277$_$4,neutral,neutral
294178,11,I didn't really catch onto anything,-0.6666666865348816,Negative,train,294178$_$11,negative,negative
294178,14,I might be wrong,0.3333333432674408,Positive,train,294178$_$14,positive,positive
294178,1,"Now, today I'm going to be reviewing another movies in theaters called The Haunting in Connecticut",0.3333333432674408,Positive,train,294178$_$1,positive,positive
294178,0,"Hey, everyone on ExpoTV dot com",0.0,Neutral,train,294178$_$0,neutral,neutral
294178,3,"It's basically this kid is being treated for cancer, so they relocate their house",-0.3333333432674408,Negative,train,294178$_$3,negative,negative
294178,7,"(umm) Anyway, I didn't really find this movie (uhh) that good",-1.3333333730697632,Negative,train,294178$_$7,negative,negative
295793,14,Hilarious (uhh) not so much,-1.6666666269302368,Negative,train,295793$_$14,negative,negative
295793,3,"(umm) But it was a rainy afternoon, didn't really anything to do so headed out for a matinee",0.0,Neutral,train,295793$_$3,neutral,neutral
295793,9,"But overall it wasn't fun to watch, (stutter) the acting was subpar to say the least",-2.6666667461395264,Negative,train,295793$_$9,negative,negative
298736,26,"(umm) I definitely, if you ever get into it",1.0,Positive,train,298736$_$26,positive,positive
298736,22,It was action packed,1.3333333730697632,Positive,train,298736$_$22,positive,positive
298736,28,I just however was not going to read that book before I watched the movie,-0.3333333432674408,Negative,train,298736$_$28,negative,negative
298736,0,"Hey, how you doing? My name is Roger",0.3333333432674408,Positive,train,298736$_$0,positive,positive
298736,7,"But, so I want to give you my perspective from the other side of it",0.0,Neutral,train,298736$_$7,neutral,neutral
298736,17,"It's, picks up pretty much, I guess where it left off of the other one",0.3333333432674408,Positive,train,298736$_$17,positive,positive
298736,16,It doesn't start from the beginning,-0.3333333432674408,Negative,train,298736$_$16,negative,negative
298736,32,"(umm) I probably would not go see it again because, again, I I (stutter) until I have some background information, it just really wouldn't work for me that way",-1.3333333730697632,Negative,train,298736$_$32,negative,negative
298774,12,"It's very, very good and I am so impressed with how it turned out",2.3333332538604736,Positive,train,298774$_$12,positive,positive
298774,15,"I mean, it just shows you right there and",0.6666666865348816,Positive,train,298774$_$15,positive,positive
298774,17,"And all that, so yeah",-0.3333333432674408,Negative,train,298774$_$17,negative,negative
298774,1,This movie is playing out in theaters and it is very good,2.6666667461395264,Positive,train,298774$_$1,positive,positive
298774,4,(umm) There are very good actresses and actors in this movie,2.0,Positive,train,298774$_$4,positive,positive
2Crezdbre6I,10,On a home equity line of credit you will still need those three figures but you'll only going to be making the payment on the portion that you're using.,0.3333333432674408,Positive,train,2Crezdbre6I$_$10,positive,positive
2HmBM3GGTlg,2,They love to problem solve,0.6666666865348816,Positive,train,2HmBM3GGTlg$_$2,positive,positive
2HmBM3GGTlg,5,And people love to do that,2.0,Positive,train,2HmBM3GGTlg$_$5,positive,positive
2HmBM3GGTlg,7,And we're designed to learn in a group of people who are not related to each other,1.0,Positive,train,2HmBM3GGTlg$_$7,positive,positive
2JY5HXBWO84,20,"I always viewed it as a great attempt, or thought behind it was great.",0.6666666865348816,Positive,train,2JY5HXBWO84$_$20,positive,positive
2JY5HXBWO84,14,Well to be totally honest early on I was very disappointed in how the land claims that passed would have provisions for private corporations.,-1.6666666269302368,Negative,train,2JY5HXBWO84$_$14,negative,negative
2LpVvLemgvw,5,It can grow your business,1.3333333730697632,Positive,train,2LpVvLemgvw$_$5,positive,positive
2PgJok07td4,3,I guess you see the Obamas sort of start trends and then it trickles down to the other levels of politics and political candidates.,0.6666666865348816,Positive,train,2PgJok07td4$_$3,positive,positive
2RDubrUjI-k,8,I would gladly recommend anyone with any sort of back or neck issue to go and see this truly exceptional practice.,2.0,Positive,train,2RDubrUjI-k$_$8,positive,positive
2RDubrUjI-k,4,The front desk is extremely friendly and the doctors are so knowledgeable and personable.,2.3333332538604736,Positive,train,2RDubrUjI-k$_$4,positive,positive
2YwgSmmLibs,6,all of a sudden my credibility of all three of those brands drops down because I'm not really a specialist and today more than ever people are really looking for specialists in an area so rather than I don't know your situation but if you have three just totally separate brands I think that's a bad idea.,-1.0,Negative,train,2YwgSmmLibs$_$6,negative,negative
2ahFSMFvs_c,0,I've lost track of the number of hours I've spent writing and rewriting the same speech.,-1.3333333730697632,Negative,train,2ahFSMFvs_c$_$0,negative,negative
2c2fhh_Dsoo,4,"So you have the excitement, but you're also going to have multiple challenges because you are probably going to be wearing more than one hat.",-1.0,Negative,train,2c2fhh_Dsoo$_$4,negative,negative
2c6Gb73nx4E,2,"The first thing we have to take a look at is did the first line out of the speakers mouth -which is the attention getter, or should be- did it get our attention?",0.0,Neutral,train,2c6Gb73nx4E$_$2,neutral,neutral
2cwNG0YuwtQ,23,If you liked my video please click like and subscribe for more Canadian immigration videos.,0.6666666865348816,Positive,train,2cwNG0YuwtQ$_$23,positive,positive
2cwNG0YuwtQ,1,A lot of people who are applying for a Canadian visitor visa are nervous whether or not they will succeed.,0.0,Neutral,train,2cwNG0YuwtQ$_$1,neutral,neutral
2cwNG0YuwtQ,15,"You can include your accommodation arrangement, invitation letter, and documents such as arranged registration to validate your client.",0.0,Neutral,train,2cwNG0YuwtQ$_$15,neutral,neutral
2f6ZHqJ76EU,8,"It does many things by asking this question First of all, it helps all the people who want to enter the contest, actually think and understand the concept it what a Credit Union is in the first place.",0.6666666865348816,Positive,train,2f6ZHqJ76EU$_$8,positive,positive
2h9VVQUZjK0,12,These certificates showed proof of ownership of corporate shares,0.0,Neutral,train,2h9VVQUZjK0$_$12,neutral,neutral
2h9VVQUZjK0,8,"In the digital age, though, technology has made the corporate seal obsolete",0.0,Neutral,train,2h9VVQUZjK0$_$8,neutral,neutral
2lj0BaPsJpM,7,The anti zone still exists though because there needs to be an explanation of what the cards do.,0.0,Neutral,train,2lj0BaPsJpM$_$7,neutral,neutral
2mWPHvbKzL8,10,The second step is to create a personalized profile for your business on major online directories and social networks.,1.3333333730697632,Positive,train,2mWPHvbKzL8$_$10,positive,positive
2mWPHvbKzL8,15,"For example, having a sign that says “Check us out on Trip Advisor” is a good idea.",0.6666666865348816,Positive,train,2mWPHvbKzL8$_$15,positive,positive
2mWPHvbKzL8,19,"Remember to always provide outstanding service, make sure your business is listed in major online directories and last of all, make it easy for clients to know how and where they can leave you feedback.",1.3333333730697632,Positive,train,2mWPHvbKzL8$_$19,positive,positive
2mWPHvbKzL8,3,"When you also factor in the popularity of online directories like Yelp, you will quickly realize how important it is to start collecting online reviews.",0.3333333432674408,Positive,train,2mWPHvbKzL8$_$3,positive,positive
2mWPHvbKzL8,2,A recent survey shows that 88% of consumers read online reviews to determine the quality of a local business.,0.0,Neutral,train,2mWPHvbKzL8$_$2,neutral,neutral
2mWPHvbKzL8,4,But how can you generate reviews and increase positive feedback about your business without making your clients feel uncomfortable or pushed into a corner?,0.3333333432674408,Positive,train,2mWPHvbKzL8$_$4,positive,positive
2mWPHvbKzL8,6,The first and most obvious one is: Provide excellent service.,2.0,Positive,train,2mWPHvbKzL8$_$6,positive,positive
2qKajMu7Vhc,2,The best way to prepare is to list a few strengths that correspond to the job you want,2.3333332538604736,Positive,train,2qKajMu7Vhc$_$2,positive,positive
2qKajMu7Vhc,4,"And most importantly, keep your sentences simple",1.3333333730697632,Positive,train,2qKajMu7Vhc$_$4,positive,positive
2vX-ZRQQDwo,3,"Every time someone new has come into our community, we've been there to help respond",1.6666666269302368,Positive,train,2vX-ZRQQDwo$_$3,positive,positive
2vX-ZRQQDwo,4,Anytime is been an economic struggle in our community come we have been part responsive,0.3333333432674408,Positive,train,2vX-ZRQQDwo$_$4,positive,positive
2w7rpDe-HoA,1,"The Cake Boss, Buddy Valastro, has allegedly been charged with a DUI.",-0.3333333432674408,Negative,train,2w7rpDe-HoA$_$1,negative,negative
2w7rpDe-HoA,3,"Not to say that he wants to come to Canada, but if he ever does, he would have a criminal record, and the Canadian authorities, the border authorities, the CBSA they're called, Canadian Border Service Agency, officers could potentially deny him from entering Canada, and he may have to apply for a special permit called the temporary resident permit, or TRP, to be admitted.",-2.0,Negative,train,2w7rpDe-HoA$_$3,negative,negative
2w7rpDe-HoA,5,"And even if you're the Cake Boss and a famous person, you still would potentially be subject to a bar from entry, and individuals like Mike Tyson, even Martha Stewart, have had some legal issues in terms of being admitted to Canada, so just because you're a celebrity, doesn't mean you're exempt from the law.",-0.6666666865348816,Negative,train,2w7rpDe-HoA$_$5,negative,negative
2w7rpDe-HoA,7,"If you like this video, click Like, and don't forget to visit us at www.VisaPlace.com.",1.3333333730697632,Positive,train,2w7rpDe-HoA$_$7,positive,positive
30763,13,At first she's just so great and then she does everything she knows guys hate,2.0,Positive,train,30763$_$13,positive,positive
30763,15,(umm) Calling twenty times a day or talking baby talk or just putting stuffed animals all over his apartment,0.0,Neutral,train,30763$_$15,neutral,neutral
30763,0,Hi,0.0,Neutral,train,30763$_$0,neutral,neutral
31197,3,The (uhh) only thing about this movie is there's (uhh) some better Vietnam movies out there and with better casts,-0.6666666865348816,Negative,train,31197$_$3,negative,negative
31tcuDMQ_H8,11,I'm incredibly demanding when it comes to looking at the stocks to invest in.,0.6666666865348816,Positive,train,31tcuDMQ_H8$_$11,positive,positive
31tcuDMQ_H8,1,People have been asking me what tactics I use when trading stocks so ill give them to you now but keep in mind this is not trading advice its just simply what I do and if you wanna learn more swing over to the blog at peterleeds.com we have more details there.,1.6666666269302368,Positive,train,31tcuDMQ_H8$_$1,positive,positive
327283,3,I hadn't even seen the previews for it,0.0,Neutral,train,327283$_$3,neutral,neutral
327283,2,(umm) It was my friend's choice to go see this movie,0.3333333432674408,Positive,train,327283$_$2,positive,positive
327283,6,It was such an amazing movie,2.6666667461395264,Positive,train,327283$_$6,positive,positive
33312,0,Hey guys,0.3333333432674408,Positive,train,33312$_$0,positive,positive
33312,7,Which is not that obese (stutter) obese woman in the movie that he also plays but that's another another actress who portrays his true love in the movie,-1.0,Negative,train,33312$_$7,negative,negative
33312,6,"(umm) He plays the main character and he plays (umm) a big a big obese woman in the character as well and you know, it's about him trying to win his true love, trying to impress this woman",0.3333333432674408,Positive,train,33312$_$6,positive,positive
33312,8,"I mean after watching (umm) The nutty Professor or Doctor Dolittle (umm) those (stutter) movie were tolerable, but this movie was was (stutter) just out of the park",-2.3333332538604736,Negative,train,33312$_$8,negative,negative
33439,10,"(uhh) But, you know, it's a solid movie that's sort of fun",1.3333333730697632,Positive,train,33439$_$10,positive,positive
33439,0,This is a review for the movie AntiTrust,0.0,Neutral,train,33439$_$0,neutral,neutral
33439,3,"(uhh) That being said it's still sort of a fun, (uhh) enjoyable movie to watch if you're not terribly concerned with, you know, genius level filmmaking",1.3333333730697632,Positive,train,33439$_$3,positive,positive
33439,2,"(umm) If I was a professional reviewer and I had to give this movie (uhh) you know a star rating, it would probably be like two out of five",-1.0,Negative,train,33439$_$2,negative,negative
33439,9,I think about an hour and forty-eight minutes,0.0,Neutral,train,33439$_$9,neutral,neutral
33ueXDUn3mA,11,"We're not like China, we're not dictator, we're not dictator.",0.3333333432674408,Positive,train,33ueXDUn3mA$_$11,positive,positive
33ueXDUn3mA,1,"To answer the question whether India can become a superpower or not, the obvious answer is yes, because eventually we will arrive at that spot.",1.6666666269302368,Positive,train,33ueXDUn3mA$_$1,positive,positive
34-ogj6rh6w,0,"As many times only a small amount of people actually possesses this knowledge, sharing it will hold a large advantage for your company",0.6666666865348816,Positive,train,34-ogj6rh6w$_$0,positive,positive
34-ogj6rh6w,2,And are there any more advantages,0.0,Neutral,train,34-ogj6rh6w$_$2,neutral,neutral
34-ogj6rh6w,7,"This may lead to the creation communities, which is a great tool for the facilitation of exchange of knowledge within groups",0.6666666865348816,Positive,train,34-ogj6rh6w$_$7,positive,positive
34-ogj6rh6w,8,"You convinced me Paula, but how can I organize such a knowledge market",0.0,Neutral,train,34-ogj6rh6w$_$8,neutral,neutral
34346,11,That probably have you captured right now like I wanna see Final Cut right now,2.0,Positive,train,34346$_$11,positive,positive
34346,14,He's seen the memories of the wrong person and how now people are after him for what he knows,0.0,Neutral,train,34346$_$14,neutral,neutral
34346,1,The idea of this film is very very interesting,2.3333332538604736,Positive,train,34346$_$1,positive,positive
34346,0,The movie I will be reviewing for you right now is Final Cut starring Robin Williams,0.0,Neutral,train,34346$_$0,neutral,neutral
34346,7,Just a reel of movies to show at your funeral,0.0,Neutral,train,34346$_$7,neutral,neutral
36098,1,This was just released recently,0.0,Neutral,train,36098$_$1,neutral,neutral
36098,2,It was made for Sci-Fi,0.0,Neutral,train,36098$_$2,neutral,neutral
367506,10,"They did a really, really great special effects",1.6666666269302368,Positive,train,367506$_$10,positive,positive
367506,13,"The acting was great, they really come into their characters",2.6666667461395264,Positive,train,367506$_$13,positive,positive
367506,15,"Really, really loved that part",3.0,Positive,train,367506$_$15,positive,positive
367506,14,"(umm) And I really my favorite part of the movie is at the end, when it has the (umm) shot into the future of what Harry, Ron and Hermione are going to be like in the future",2.3333332538604736,Positive,train,367506$_$14,positive,positive
367506,1,June,0.0,Neutral,train,367506$_$1,neutral,neutral
367506,5,"It says Friday the twenty-second because I saw the type of thing where you see the first part of (umm) Harry Potter seven, and then right after you see the (stutter) second part",0.0,Neutral,train,367506$_$5,neutral,neutral
367576,2,"(uhh) Little background, I am a fan of the original Conan The Barbarian movies with Arnold Schwarzenegger (uhh) But I'm more of a fan of the comic book Conan",1.6666666269302368,Positive,train,367576$_$2,positive,positive
367576,4,(umm) I kinda knew that it wasn't gonna be the greatest movie in the world when I went to see it because the reviews weren't that great and it's not really doing that great at the box office,0.0,Neutral,train,367576$_$4,neutral,neutral
367576,9,"Well (uhh) I guess the acting was okay, but the dialogue they were given was not really anything that someone could work with",-1.3333333730697632,Negative,train,367576$_$9,negative,negative
36o2cux9kfQ,13,"This is Steve Anthony, and this has been How to Add Text to Pictures in Photoshop.",0.3333333432674408,Positive,train,36o2cux9kfQ$_$13,positive,positive
37117,1,"My name is Jordan and (uhh) today I will be reviewing the DVD, the Divine Secrets of the Ya-Ya Sisterhood now wait a second, now wait a second, I know the guys are just, like what in the world, I seen a lot of movies, (umm) I'm willing to watch a movie once for sure I mean anytime, I'm gonna watch a movie",0.3333333432674408,Positive,train,37117$_$1,positive,positive
37117,4,Well this is one I will probably not watch again,-2.0,Negative,train,37117$_$4,negative,negative
37117,6,I really don't think guys will really care about this movie at all,-1.6666666269302368,Negative,train,37117$_$6,negative,negative
37117,9,"(umm) Special features, I mean, they have (uhh) commentary, stuff like that but, I mean, I wasn't even interested in watching them because, I mean, who would really want to watch commentary on something that they didn't like in the first place",-2.0,Negative,train,37117$_$9,negative,negative
37117,8,"(umm) The movie itself, it's it's (stutter) geared, you know, not for guys, it's not action packed or anything like that, (umm) it's not really that interesting, it's just a lot drama stuff, I mean, I just, I just (stutter) didn't like it at all",-1.6666666269302368,Negative,train,37117$_$8,negative,negative
37459,3,"(umm) It's a sci-fi movie but it's very confusing, very choppy, (umm) it's kind of corny too",-2.6666667461395264,Negative,train,37459$_$3,negative,negative
37459,2,"I had high expectations, (umm) because this was, like I said, from the same director of Equilibrium and I was very disappointed",-3.0,Negative,train,37459$_$2,negative,negative
37459,6,"(umm) She wears very little clothing and that's probably the only redeeming quality, is seeing her run around in (umm) belly shirts",-1.0,Negative,train,37459$_$6,negative,negative
38019,0,Hey my name's Scott and today I'm doing a review on a DVD that I probably should've rented before I went out and bought it,-1.3333333730697632,Negative,train,38019$_$0,negative,negative
38374,3,(umm) So that's of course the two (stutter) major (umm) stars in this show,0.0,Neutral,train,38374$_$3,neutral,neutral
38374,7,"So (umm) I wouldn't really recommend getting this because it's (uhh) there's a reason it wasn't, it didn't get (umm) such good (uhh) ratings because it's actually quite (stutter) a boring (uhh) plot",-2.0,Negative,train,38374$_$7,negative,negative
38374,9,"So if you're looking for something with a good plot (umm) I wouldn't suggest this, but maybe if you're looking for something like a sing along type I would suggest this because (uhh) the (umm) the the (stutter) subtitles actually (umm) the captions and everything actually show up as they're saying the words so it's almost like a sing along kind of movie",0.0,Neutral,train,38374$_$9,neutral,neutral
39lcRCFvV-s,21,"But also, I feel—and I know this sounds kind of stupid—but I feel like the glasses complete my face in this weird way",1.0,Positive,train,39lcRCFvV-s$_$21,positive,positive
39lcRCFvV-s,22,"Like I’ve never really hated the way I look, but I’ve never thought I was super good-looking either",0.6666666865348816,Positive,train,39lcRCFvV-s$_$22,positive,positive
39lcRCFvV-s,46,And I wanted to remind you we’ve got these sweet new Mystic T-shirts,2.0,Positive,train,39lcRCFvV-s$_$46,positive,positive
39lcRCFvV-s,39,"The way I feel isn’t exactly a mid-life crisis, but it’s kind of akin to one",-0.3333333432674408,Negative,train,39lcRCFvV-s$_$39,negative,negative
39lcRCFvV-s,13,"So the day after my birthday I finally went to the optometrist and found out that I have a mild astigmatism, which makes long-distance vision a little bit blurry, especially at night",1.3333333730697632,Positive,train,39lcRCFvV-s$_$13,positive,positive
39lcRCFvV-s,12,"It wasn’t anything crazy, but it was definitely a higher level of blur than I had previously experienced in my life, which was, like … none",0.3333333432674408,Positive,train,39lcRCFvV-s$_$12,positive,positive
39lcRCFvV-s,19,"And after that first day, once I’d gotten used to wearing them, I found out that I actually really like how they look",2.3333332538604736,Positive,train,39lcRCFvV-s$_$19,positive,positive
39lcRCFvV-s,18,It was pretty much inevitable,0.0,Neutral,train,39lcRCFvV-s$_$18,neutral,neutral
39lcRCFvV-s,30,"No, glasses are not exclusive to old people",0.6666666865348816,Positive,train,39lcRCFvV-s$_$30,positive,positive
3B1zIUj-k3o,10,"The Lord Jesus had to convict me of this thing because, too many times, I go out in public and I'd even be wearing one of my shirts for Jesus, and I would get self conscious.",-0.3333333432674408,Negative,train,3B1zIUj-k3o$_$10,negative,negative
3DOrdP4H8SA,13,And she sat right in my hand,0.0,Neutral,train,3DOrdP4H8SA$_$13,neutral,neutral
3DOrdP4H8SA,3,"Her survivability was quoted, basically, at 0%",-1.6666666269302368,Negative,train,3DOrdP4H8SA$_$3,negative,negative
3DgOMTs3A1E,24,are consistent with your brand message,0.0,Neutral,train,3DgOMTs3A1E$_$24,neutral,neutral
3DgOMTs3A1E,22,Everything you do ultimately contributes to your personal brand,0.6666666865348816,Positive,train,3DgOMTs3A1E$_$22,positive,positive
3DgOMTs3A1E,23,"Once you have defined your brand, make sure that those little things, such as the way you dress, the way you speak, your body language, your behavior with colleagues and other stakeholders the emails you write, etc",0.3333333432674408,Positive,train,3DgOMTs3A1E$_$23,positive,positive
3DgOMTs3A1E,1,I feel that a personal brand is obligatory and it helps you stand out in the crowd,0.3333333432674408,Positive,train,3DgOMTs3A1E$_$1,positive,positive
3DgOMTs3A1E,7,Spend some time thinking about what makes you different from your peers,0.6666666865348816,Positive,train,3DgOMTs3A1E$_$7,positive,positive
3DgOMTs3A1E,17,"This will not only help you hone your message, but, it also helps you deliver it to the right people at the right places",1.0,Positive,train,3DgOMTs3A1E$_$17,positive,positive
3FpmKxZgihw,0,"As an entrepreneur, when you start working with an investor, there are some compromises that are going to have to be made.",0.0,Neutral,train,3FpmKxZgihw$_$0,neutral,neutral
3GyEnzE1NTQ,14,I tell you this to give you and insight and an understanding into how the legal process works here in the state of New York.,0.3333333432674408,Positive,train,3GyEnzE1NTQ$_$14,positive,positive
3GyEnzE1NTQ,3,"Hi, I'm Gerry Oginski; I'm a New York medical malpractice and personal injury trial attorney practicing law here in the state of New York.",0.3333333432674408,Positive,train,3GyEnzE1NTQ$_$3,positive,positive
3GyEnzE1NTQ,4,Your pre-trial testimony is critical for the purposes of testifying at trial.,-0.3333333432674408,Negative,train,3GyEnzE1NTQ$_$4,negative,negative
3OMgvtWNHp4,10,""" Because there had not been any schools for girls",-0.6666666865348816,Negative,train,3OMgvtWNHp4$_$10,negative,negative
3OuNMjZo5wg,13,"He can't help himself from loving me exactly as I am, and I love him too, exactly as he is, so there's something interesting.",1.6666666269302368,Positive,train,3OuNMjZo5wg$_$13,positive,positive
3VsrcbjPwZY,0,"Okay introduction speeches, we've got this bad boy written and we're ready to go but I've got to tell you something really, really important.",0.3333333432674408,Positive,train,3VsrcbjPwZY$_$0,positive,positive
3VsrcbjPwZY,7,"I can't tell you how many times I've seen speeches of introduction where the speaker had to do this, so now ladies and gentlemen it's a great pleasure to present, Bob Smith, great come on out Bob.",-0.3333333432674408,Negative,train,3VsrcbjPwZY$_$7,negative,negative
3Wi0if_L6Ug,13,I think that was one of the most important aspects of the University.,0.6666666865348816,Positive,train,3Wi0if_L6Ug$_$13,positive,positive
3Wi0if_L6Ug,12,I believe that the high level of teaching has been one of the major contributions to me gaining the results that I received.,1.3333333730697632,Positive,train,3Wi0if_L6Ug$_$12,positive,positive
3Wi0if_L6Ug,17,My plan now is I have a place at UCL to study a masters degree studying forensic archaeological science.,0.3333333432674408,Positive,train,3Wi0if_L6Ug$_$17,positive,positive
3Wi0if_L6Ug,4,"Secondly, I live close to the University - I have a young family and it's convenient for me.",2.0,Positive,train,3Wi0if_L6Ug$_$4,positive,positive
3Wi0if_L6Ug,9,"I suppose these topics combined with the practical skills that we learnt, such as the crime scene to court scenarios.",0.3333333432674408,Positive,train,3Wi0if_L6Ug$_$9,positive,positive
3aD0xAgxxyw,11,It feels like some of the action sequences are a little stretched out and they probably could have trimmed the movies length to 10-15 minutes shorter.,-1.0,Negative,train,3aD0xAgxxyw$_$11,negative,negative
3aD0xAgxxyw,0,Hey everybody what's up i am doing a review of fast and the furious 7. I saw a prescreener of it last night.,0.3333333432674408,Positive,train,3aD0xAgxxyw$_$0,positive,positive
3aIQUQgawaI,12,That was but we still have a small window of time to prevent the very worst impacts of climate change from catching up to us.,0.0,Neutral,train,3aIQUQgawaI$_$12,neutral,neutral
3aIQUQgawaI,19,We're equally committed to working toward a comprehensive UN climate agreement that takes into account the unique circumstances and capabilities of each nation.,0.0,Neutral,train,3aIQUQgawaI$_$19,neutral,neutral
3aIQUQgawaI,5,"Climate change is one issue that absolutely impacts millions of people around the world, and no one knows just how deeply serious and present, how now this challenge is and its impacts than the people of the vulnerable Pacific Islands.",-1.0,Negative,train,3aIQUQgawaI$_$5,negative,negative
3aIQUQgawaI,4,"This week these leaders and other leaders from around the globe have come to New York during the UN General Assembly to discuss some of the issues of greatest challenge to everybody, life and death issues that impact millions of people around the world.",0.6666666865348816,Positive,train,3aIQUQgawaI$_$4,positive,positive
3aIQUQgawaI,7,"So the science is clear and irrefutable, and today the Intergovernmental Panel on Climate Change confirmed for the fifth time in 20 years that climate change is real, is happening, and is in large part caused by human activity.",-0.3333333432674408,Negative,train,3aIQUQgawaI$_$7,negative,negative
3fhCxePBuZY,10,"If you're rude to the court staff, this has a way of getting back to the judge who won't take it kindly and may actually make you pay more money or take away custody of your children",-1.3333333730697632,Negative,train,3fhCxePBuZY$_$10,negative,negative
3fhCxePBuZY,4,"One: Texas is a conservative state, so you need to be conservatively dressed",-0.6666666865348816,Negative,train,3fhCxePBuZY$_$4,negative,negative
3gA34VxBijI,1,now take this quails and then apply the masala all out just into the gashes just apply,0.0,Neutral,train,3gA34VxBijI$_$1,neutral,neutral
3kNPvhdF1NA,0,"You know, in the roundtables that I held throughout our district, I heard from family members, law enforcement, and treatment specialists, who are trying to deal with this terrible addiction of opioids, of painkillers, that's gotten out of hand.",0.0,Neutral,train,3kNPvhdF1NA$_$0,neutral,neutral
3lkn8MS3n8Q,27,"Oh, that sounds perilously close to me saying that I love my brother, so I need to cut the sentiment a little bit.",-1.0,Negative,train,3lkn8MS3n8Q$_$27,negative,negative
3lkn8MS3n8Q,6,"With finding your one true love and kissing them, occasionally marrying them, at the very latest having a child with them.",1.0,Positive,train,3lkn8MS3n8Q$_$6,positive,positive
3n44IP3tCVE,13,"So, I'm really excited to go, but the cost of the trip is $7,000 and I need help to get to that amount.",1.3333333730697632,Positive,train,3n44IP3tCVE$_$13,positive,positive
3n44IP3tCVE,0,"Hi, My name's Taylor Eubanks, and thank you for being interested in my story.",2.0,Positive,train,3n44IP3tCVE$_$0,positive,positive
3n44IP3tCVE,5,"So I asked him and prayed several times, ""God do you want me to go to Germany, and what do you want me to do there?"" and he said ""Yes."" and he wants me to go through a ministry called Greater Europe Mission.",2.0,Positive,train,3n44IP3tCVE$_$5,positive,positive
3n44IP3tCVE,6,"Basically, Europe is a very secular place, and I know Germany is a country in need of God's love.",-0.6666666865348816,Negative,train,3n44IP3tCVE$_$6,negative,negative
3ocpWAmSNUE,5,The devil deceives false Christians into thinking they are already safe and secure and on their way to heaven.,-2.6666667461395264,Negative,train,3ocpWAmSNUE$_$5,negative,negative
3ocpWAmSNUE,6,He certainly does NOT tell them they are a false Christian!,-0.3333333432674408,Negative,train,3ocpWAmSNUE$_$6,negative,negative
3paDwuRQP1w,0,The realm of what actually is and the realm of what ought to be are logically disconnected,-0.6666666865348816,Negative,train,3paDwuRQP1w$_$0,negative,negative
3sUS8vXbRwg,13,I never dreamed that there is a possibility of stopping until my teacher told me that I could stop.,1.6666666269302368,Positive,train,3sUS8vXbRwg$_$13,positive,positive
40181,21,"(uhh) The thing is though that there's several freight, he's in medieval time basically",0.3333333432674408,Positive,train,40181$_$21,positive,positive
40181,9,"But (uhh) if you saw the movie, you know what I'm talking about",0.0,Neutral,train,40181$_$9,neutral,neutral
40181,13,"(uhh) Like if you're gonna if you're gonna (stutter) do a director's cut where you put in deleted scenes, at least (uhh) make them look as nice as the rest of the movie you know? Because then it just kind of detracts from what you're watching",-1.3333333730697632,Negative,train,40181$_$13,negative,negative
40181,19,What goes on afterwards,0.3333333432674408,Positive,train,40181$_$19,positive,positive
40260,8,"But this movie is just (uhh) it's, it's kind of got a conflict of interest in the story",-1.3333333730697632,Negative,train,40260$_$8,negative,negative
40260,19,"But just the direction they went with it just showed a lack of creativity and they just decided to go with the paranoia angle instead of the comedy angle, which I think they should have focused on",-1.6666666269302368,Negative,train,40260$_$19,negative,negative
40260,18,"I mean some people think yeah but that would just be Idiocracy you know, which Mike Judge did that movie, but no, it wouldn't I mean Robin Williams has a lot of great points in his stand up his character also has a lot of great points which reflects",1.0,Positive,train,40260$_$18,positive,positive
41692,1,Chasing Liberty is about a girl named Anna who is the president's only daughter,0.3333333432674408,Positive,train,41692$_$1,positive,positive
43371,6,"(umm) Well, it's supposed to be the funniest movie of the year, but {sigh} I don't really think that's true",-1.6666666269302368,Negative,train,43371$_$6,negative,negative
43371,8,(umm) So I don't know if you enjoy that,-1.0,Negative,train,43371$_$8,negative,negative
43456,2,"(uhh) It's (stutter) based on a series of silly (umm) FBI, CIA kind of government secret agent novels",-0.3333333432674408,Negative,train,43456$_$2,negative,negative
43456,8,I think it actually comes in at almost two hours and forty-five minutes,0.0,Neutral,train,43456$_$8,neutral,neutral
44780,1,My name is Adam and (uhh) right now I am going to review the movie called Crouching Tiger Hidden Dragon,0.3333333432674408,Positive,train,44780$_$1,positive,positive
44780,0,Hello there,0.3333333432674408,Positive,train,44780$_$0,positive,positive
44780,3,"It was released (uhh) few years ago I guess now (umm) and (uhh) it's got (uhh) some interesting (uhh) special effects, a lot of (uhh) wired effects where people are flying around and that and (uhh) it was (uhh) as you can see in the front here, winner of four academy awards",1.3333333730697632,Positive,train,44780$_$3,positive,positive
